order_item_id,order_id,product_id,quantity,unit_price,discount_amount,total_line_amount,created_at,updated_at
302,99,97,1,174.83,24.27,150.56,2024-11-23 00:57:01,2024-11-26 23:51:32
303,100,62,1,329.18,15.11,314.07,2023-09-07 04:35:23,2023-09-07 21:17:10
304,100,115,4,231.82,252.85,674.43,2024-04-09 23:55:49,2024-04-10 23:46:32
305,100,6,2,199.30,111.85,286.75,2024-11-17 09:31:36,2024-11-20 08:53:33
306,100,49,2,290.14,62.98,517.30,2024-03-18 17:24:58,2024-03-22 04:34:05
307,101,50,3,268.54,78.73,726.89,2023-10-02 21:14:21,2023-10-06 19:15:40
308,101,10,5,453.70,151.62,2116.88,2025-07-17 00:58:44,2025-07-19 21:41:29
309,101,51,1,92.85,19.16,73.69,2024-04-29 10:30:56,2024-04-30 00:20:47
310,102,116,5,262.74,362.65,951.05,2023-09-02 07:42:18,2023-09-04 20:05:19
311,102,65,3,229.65,14.27,674.68,2023-10-22 10:12:19,2023-10-28 01:03:19
312,102,51,4,431.27,286.96,1438.12,2023-08-13 18:06:53,2023-08-18 13:01:56
313,102,53,1,289.76,28.30,261.46,2024-11-15 01:51:06,2024-11-19 06:03:52
314,102,87,2,171.75,14.25,329.25,2023-08-27 01:18:32,2023-08-27 05:07:24
315,103,78,2,316.65,167.45,465.85,2024-04-26 02:43:42,2024-04-29 16:53:54
316,103,10,5,141.86,183.59,525.71,2023-02-05 15:10:38,2023-02-11 00:55:06
317,103,88,5,204.78,299.33,724.57,2024-07-24 10:27:04,2024-07-29 07:04:07
318,103,1,4,343.52,37.12,1336.96,2023-09-07 18:16:33,2023-09-13 02:19:03
319,104,50,1,15.05,0.38,14.67,2024-01-14 10:30:51,2024-01-19 09:21:14
320,104,17,1,277.47,30.45,247.02,2025-05-26 15:50:22,2025-05-26 23:36:33
321,104,44,1,455.69,95.78,359.91,2024-09-28 16:12:52,2024-10-03 10:57:11
322,105,23,5,469.10,404.98,1940.52,2025-04-13 09:59:38,2025-04-13 23:13:53
323,105,20,5,16.41,13.34,68.71,2023-07-13 11:37:07,2023-07-18 12:16:44
324,105,61,4,163.74,97.76,557.20,2025-11-02 08:01:15,2025-11-05 23:07:14
325,106,111,3,351.69,277.86,777.21,2024-11-23 17:51:59,2024-11-27 04:37:06
326,106,72,2,97.10,26.43,167.77,2024-03-23 17:02:14,2024-03-24 20:22:14
327,106,103,3,6.30,4.33,14.57,2025-08-05 05:46:59,2025-08-06 00:29:02
328,107,50,2,474.65,5.78,943.52,2024-07-05 14:15:02,2024-07-09 08:14:49
329,108,102,3,209.59,152.03,476.74,2024-08-11 16:47:57,2024-08-16 19:07:48
330,109,54,4,256.81,190.49,836.75,2024-04-17 12:58:31,2024-04-21 00:35:54
331,110,34,2,102.74,43.37,162.11,2023-07-15 20:41:10,2023-07-20 07:23:27
332,110,91,1,335.52,82.45,253.07,2025-01-06 06:06:15,2025-01-07 04:50:11
333,111,92,5,142.12,181.96,528.64,2025-10-16 20:04:08,2025-10-19 19:14:56
334,111,85,3,5.51,4.67,11.86,2024-10-03 00:46:02,2024-10-03 17:01:16
335,111,93,2,248.39,63.15,433.63,2024-02-29 14:37:42,2024-03-05 17:14:01
336,111,34,3,335.64,247.94,758.98,2024-01-08 16:35:46,2024-01-15 00:00:06
337,111,120,1,112.58,17.78,94.80,2025-04-16 09:33:25,2025-04-20 05:48:10
338,112,29,4,368.95,163.73,1312.07,2023-11-07 05:53:31,2023-11-09 15:19:33
339,112,57,2,296.33,47.31,545.35,2025-04-06 02:23:15,2025-04-07 03:21:29
340,113,23,1,136.83,41.02,95.81,2024-05-15 22:42:34,2024-05-19 12:31:46
341,113,97,5,194.23,52.88,918.27,2025-05-21 21:09:03,2025-05-22 06:13:10
342,113,66,5,12.83,9.85,54.30,2023-10-03 02:42:15,2023-10-07 16:11:17
343,113,56,5,244.34,283.31,938.39,2024-02-17 18:23:35,2024-02-21 01:57:09
344,114,101,5,467.70,269.40,2069.10,2023-03-04 09:30:46,2023-03-08 00:51:44
345,114,117,3,357.12,163.37,907.99,2024-02-10 18:27:52,2024-02-14 16:29:37
346,115,73,5,38.92,34.88,159.72,2025-04-28 05:35:38,2025-05-02 01:55:16
347,115,92,2,344.95,204.20,485.70,2025-02-20 00:30:15,2025-02-21 02:15:14
348,115,54,1,218.70,61.37,157.33,2023-03-04 13:16:24,2023-03-04 19:01:28
349,115,55,3,157.46,115.49,356.89,2023-01-14 13:58:08,2023-01-20 02:47:36
350,115,104,1,432.60,1.91,430.69,2025-05-06 11:14:45,2025-05-09 23:23:04
351,116,37,4,117.12,55.92,412.56,2023-12-27 14:51:01,2024-01-02 14:36:42
352,116,4,1,315.34,48.40,266.94,2024-12-21 21:18:43,2024-12-24 05:40:19
353,116,27,1,49.59,4.75,44.84,2025-09-29 03:45:25,2025-10-04 08:19:35
354,116,1,5,23.03,32.61,82.54,2025-10-04 13:54:16,2025-10-10 15:34:43
355,117,105,2,279.47,88.19,470.75,2025-08-02 20:06:43,2025-08-08 09:18:26
356,118,52,4,126.02,108.11,395.97,2024-03-12 22:19:14,2024-03-17 00:17:39
357,119,76,2,480.56,61.70,899.42,2024-07-13 11:27:01,2024-07-19 23:48:59
358,119,113,4,271.33,27.29,1058.03,2024-07-29 04:47:30,2024-07-30 01:25:56
359,119,45,4,371.22,324.58,1160.30,2023-06-05 14:37:08,2023-06-11 10:20:32
360,119,102,5,402.86,448.44,1565.86,2024-04-21 08:56:13,2024-04-26 23:43:53
361,119,36,3,94.81,39.57,244.86,2024-08-23 01:14:16,2024-08-24 14:16:58
362,120,30,2,203.60,36.85,370.35,2024-07-10 12:16:05,2024-07-15 20:26:27
363,120,6,1,401.22,61.46,339.76,2024-09-20 18:04:47,2024-09-23 23:21:21
364,121,13,4,104.01,63.78,352.26,2025-07-19 17:22:32,2025-07-26 16:40:29
365,121,70,1,102.62,14.75,87.87,2024-10-23 19:21:52,2024-10-30 01:18:12
366,121,44,1,196.77,45.65,151.12,2024-12-06 14:22:11,2024-12-07 02:40:59
367,121,91,5,345.35,44.01,1682.74,2023-10-27 15:46:51,2023-11-03 15:38:13
368,121,50,2,68.46,32.67,104.25,2023-09-14 04:34:07,2023-09-16 05:10:16
369,122,29,5,5.10,1.00,24.50,2023-04-26 07:49:43,2023-05-02 08:30:07
370,122,117,1,9.61,0.64,8.97,2023-07-11 13:40:30,2023-07-16 13:27:48
371,122,10,5,113.18,156.32,409.58,2023-06-21 13:57:51,2023-06-25 00:36:52
372,122,67,2,68.22,27.64,108.80,2023-09-10 13:12:17,2023-09-14 20:16:11
373,122,37,3,220.49,173.66,487.81,2024-09-26 04:35:21,2024-10-02 21:20:15
374,123,82,3,128.88,97.68,288.96,2024-06-24 06:50:41,2024-06-30 23:19:32
375,123,64,1,375.69,11.51,364.18,2023-01-31 14:59:42,2023-02-02 02:47:22
376,123,61,5,473.73,11.16,2357.49,2024-11-17 20:33:29,2024-11-18 10:44:06
377,124,114,2,112.13,61.95,162.31,2024-09-08 19:44:11,2024-09-12 19:02:40
378,124,80,4,292.20,139.15,1029.65,2024-12-06 08:17:00,2024-12-13 01:16:05
379,124,7,3,297.08,159.68,731.56,2023-01-23 17:32:49,2023-01-27 20:03:15
380,124,35,3,196.36,120.17,468.91,2023-08-28 01:40:10,2023-09-03 08:37:21
381,125,105,5,399.21,170.34,1825.71,2023-01-24 21:42:55,2023-01-28 13:53:23
382,125,73,2,145.69,3.37,288.01,2025-11-22 12:04:02,2025-11-24 00:57:17
383,125,99,5,497.57,175.12,2312.73,2023-03-19 05:48:14,2023-03-24 22:35:36
384,125,61,2,195.65,48.70,342.60,2024-01-01 07:03:14,2024-01-06 10:50:42
385,126,104,5,126.17,189.01,441.84,2023-02-14 12:58:08,2023-02-19 04:04:49
386,126,79,5,17.27,6.32,80.03,2024-02-22 01:15:08,2024-02-25 05:24:32
387,126,108,2,296.44,43.93,548.95,2023-10-31 19:47:36,2023-11-05 21:58:58
388,127,107,4,422.63,163.35,1527.17,2025-11-23 00:42:14,2025-11-27 06:02:40
389,127,102,4,335.03,351.26,988.86,2024-09-26 09:57:19,2024-10-02 05:57:06
390,127,37,1,395.00,44.62,350.38,2024-01-30 02:27:36,2024-02-01 16:32:59
391,127,82,2,181.93,74.77,289.09,2023-04-19 10:35:38,2023-04-24 05:40:00
392,127,99,3,413.43,327.16,913.13,2025-11-10 05:22:53,2025-11-14 18:48:19
393,128,74,2,424.08,95.75,752.41,2023-11-06 16:24:37,2023-11-13 00:05:32
394,129,79,2,444.86,237.41,652.31,2025-08-29 01:24:06,2025-09-03 19:44:11
395,129,15,5,305.39,408.01,1118.94,2023-09-10 15:30:24,2023-09-15 20:01:14
396,129,47,2,134.95,19.75,250.15,2025-01-29 18:10:05,2025-02-03 07:24:52
397,129,108,2,41.71,5.18,78.24,2024-01-08 14:55:36,2024-01-10 19:06:05
398,130,29,2,367.34,84.72,649.96,2024-11-24 19:38:39,2024-11-29 15:13:32
399,130,50,3,332.75,206.22,792.03,2024-10-07 10:57:28,2024-10-07 18:11:15
400,130,102,2,112.02,9.83,214.21,2023-01-28 13:27:15,2023-01-28 23:19:29
401,130,96,3,405.18,132.25,1083.29,2025-09-13 08:33:25,2025-09-16 16:11:55
402,130,27,3,498.64,7.55,1488.37,2023-01-28 01:36:42,2023-02-03 08:14:41
403,131,90,4,391.48,110.57,1455.35,2024-09-14 16:01:11,2024-09-17 11:14:59
404,131,104,1,385.73,98.33,287.40,2023-03-12 02:22:27,2023-03-16 02:48:30
405,132,72,3,5.05,1.69,13.46,2023-02-02 02:24:15,2023-02-07 13:31:26
406,132,58,1,102.23,17.54,84.69,2023-10-17 11:05:28,2023-10-19 18:57:54
407,132,90,1,77.09,4.11,72.98,2025-10-17 09:28:32,2025-10-18 13:37:01
408,132,107,4,490.14,157.24,1803.32,2023-03-25 20:35:52,2023-03-29 15:55:37
409,133,109,2,485.45,248.49,722.41,2024-03-15 02:58:43,2024-03-17 23:31:20
410,134,8,5,342.35,166.16,1545.59,2025-10-03 07:25:10,2025-10-03 07:49:27
411,134,1,2,224.91,53.58,396.24,2023-01-04 05:49:22,2023-01-08 14:14:11
412,134,54,5,346.05,159.69,1570.56,2024-06-11 00:48:50,2024-06-14 17:11:06
413,135,83,3,494.16,324.47,1158.01,2024-09-02 03:22:42,2024-09-07 00:12:55
414,135,75,5,463.68,454.62,1863.78,2023-05-10 20:27:53,2023-05-13 21:47:45
415,135,68,1,152.03,38.02,114.01,2025-02-03 22:15:17,2025-02-10 05:08:00
416,135,81,5,75.89,60.25,319.20,2024-01-11 15:03:05,2024-01-15 00:35:53
417,136,106,1,154.44,25.01,129.43,2023-03-24 03:34:44,2023-03-27 23:40:44
418,137,39,2,495.18,170.03,820.33,2023-09-23 09:33:39,2023-09-24 03:20:45
419,137,26,5,72.70,48.41,315.09,2025-03-26 19:34:43,2025-03-28 11:48:26
420,137,69,4,372.05,239.03,1249.17,2025-10-27 01:53:43,2025-10-31 17:51:41
421,137,19,4,74.85,51.63,247.77,2023-08-21 06:27:42,2023-08-27 23:58:41
422,137,95,5,288.90,16.99,1427.51,2024-05-01 06:52:30,2024-05-02 12:56:20
423,138,87,4,205.28,29.98,791.14,2025-11-07 02:19:15,2025-11-08 02:33:30
424,138,7,3,330.28,50.12,940.72,2024-11-29 16:21:11,2024-12-06 06:10:58
425,138,98,1,20.63,3.81,16.82,2025-10-17 13:52:44,2025-10-22 08:12:29
426,138,115,2,371.52,20.94,722.10,2023-12-15 05:04:41,2023-12-16 02:49:49
427,138,24,1,399.39,43.05,356.34,2025-09-09 02:49:05,2025-09-13 23:00:21
428,139,13,5,359.69,224.06,1574.39,2024-11-15 22:05:33,2024-11-17 23:44:03
429,140,98,3,73.09,43.82,175.45,2024-07-21 10:33:00,2024-07-28 07:01:57
430,140,48,3,83.28,29.11,220.73,2023-10-30 06:09:47,2023-11-04 02:51:50
431,140,75,5,5.76,7.55,21.25,2025-05-25 02:50:36,2025-05-29 12:08:39
432,141,71,1,224.44,41.59,182.85,2023-04-08 07:19:07,2023-04-12 11:39:26
433,141,27,2,450.48,164.45,736.51,2024-06-10 15:11:36,2024-06-11 16:04:41
434,141,8,5,276.05,370.01,1010.24,2025-02-19 10:16:05,2025-02-22 21:03:02
435,141,21,3,303.02,34.38,874.68,2023-03-01 13:15:07,2023-03-07 15:30:48
436,141,42,4,133.25,43.79,489.21,2025-08-28 07:59:40,2025-08-28 23:14:09
437,142,3,4,389.78,178.71,1380.41,2024-11-23 23:49:20,2024-11-28 07:14:45
438,142,101,4,307.55,337.34,892.86,2024-09-04 04:08:42,2024-09-05 04:17:59
439,143,106,3,414.35,208.20,1034.85,2023-05-03 18:14:40,2023-05-04 19:57:27
440,144,22,1,147.17,13.66,133.51,2025-06-30 00:10:45,2025-06-30 00:40:32
441,144,114,5,112.89,163.23,401.22,2025-09-02 09:35:45,2025-09-04 17:18:32
442,144,2,2,456.15,159.12,753.18,2023-05-03 00:22:52,2023-05-06 05:56:49
443,145,54,1,290.13,68.40,221.73,2024-06-10 21:11:28,2024-06-17 08:06:10
444,145,90,4,295.64,124.27,1058.29,2025-04-26 11:45:39,2025-04-29 03:43:05
445,145,60,1,407.45,51.63,355.82,2023-09-09 14:52:07,2023-09-09 21:19:08
446,146,73,5,398.93,266.68,1727.97,2023-10-02 17:25:33,2023-10-07 22:52:09
447,146,110,5,421.44,542.32,1564.88,2024-03-08 16:36:33,2024-03-12 00:18:41
448,146,83,1,319.85,75.17,244.68,2023-07-05 12:41:10,2023-07-12 07:10:08
449,147,113,4,110.28,92.42,348.70,2023-03-10 16:21:38,2023-03-17 07:56:02
450,147,35,1,195.32,20.84,174.48,2024-02-07 05:12:12,2024-02-07 21:05:02
451,148,3,3,104.69,20.31,293.76,2024-11-22 11:59:28,2024-11-27 19:19:05
452,148,101,5,18.75,20.76,72.99,2025-10-20 07:33:02,2025-10-22 23:28:52
453,148,79,3,242.98,208.93,520.01,2023-01-01 15:07:53,2023-01-07 10:27:42
454,148,51,3,461.00,111.71,1271.29,2024-04-30 17:57:03,2024-05-05 22:32:52
455,149,54,4,204.91,43.54,776.10,2025-03-25 18:15:19,2025-03-31 20:43:00
456,150,71,2,293.63,151.30,435.96,2024-11-08 15:05:18,2024-11-14 14:42:01
457,150,102,3,325.41,220.37,755.86,2023-09-10 17:14:32,2023-09-16 06:46:29
458,151,85,2,404.91,238.18,571.64,2025-09-08 10:03:25,2025-09-11 21:40:44
459,151,31,5,408.87,34.10,2010.25,2025-09-08 04:47:25,2025-09-11 20:47:19
460,151,106,5,474.93,525.85,1848.80,2024-01-13 20:31:04,2024-01-15 19:00:12
461,152,46,5,23.67,1.41,116.94,2024-06-25 06:00:19,2024-06-27 13:24:15
462,152,3,2,216.88,65.18,368.58,2024-06-14 02:43:29,2024-06-19 12:37:33
463,152,117,5,349.18,385.34,1360.56,2025-07-15 07:01:28,2025-07-17 13:44:32
464,153,95,3,342.04,174.19,851.93,2025-01-19 04:18:24,2025-01-25 10:52:43
465,153,97,2,236.79,77.45,396.13,2023-05-24 12:34:35,2023-05-30 05:16:53
466,154,43,4,246.44,110.23,875.53,2024-12-05 08:22:43,2024-12-10 18:44:22
467,155,109,2,336.39,23.37,649.41,2023-06-09 10:13:16,2023-06-13 15:27:45
468,155,33,2,247.13,109.33,384.93,2025-07-20 18:39:35,2025-07-23 17:21:54
469,155,52,4,187.88,133.01,618.51,2024-03-10 11:38:44,2024-03-14 11:51:48
470,155,43,1,173.44,39.04,134.40,2023-05-11 07:09:05,2023-05-15 14:44:48
471,155,90,2,331.34,35.28,627.40,2025-11-19 21:15:28,2025-11-19 23:44:20
472,156,44,5,256.74,261.95,1021.75,2023-05-09 00:26:01,2023-05-09 14:04:33
473,157,22,2,97.11,53.00,141.22,2023-12-07 03:22:03,2023-12-10 06:55:18
474,157,10,3,29.68,16.19,72.85,2023-05-07 16:31:11,2023-05-09 03:38:23
475,157,99,3,77.05,39.52,191.63,2025-07-24 03:30:58,2025-07-30 00:17:40
476,158,115,4,462.73,153.68,1697.24,2025-07-25 07:56:04,2025-07-26 04:55:59
477,159,85,5,283.70,230.27,1188.23,2025-08-17 19:02:45,2025-08-20 11:58:15
478,159,119,5,237.50,260.91,926.59,2025-05-29 18:28:29,2025-05-31 11:09:14
479,160,106,2,429.03,239.75,618.31,2025-10-20 06:33:04,2025-10-23 20:26:54
480,160,27,4,120.15,69.27,411.33,2025-06-06 21:41:53,2025-06-12 11:51:22
481,160,53,3,496.11,341.22,1147.11,2024-03-25 19:13:29,2024-03-30 19:08:06
482,160,102,1,478.67,137.83,340.84,2025-07-04 15:47:08,2025-07-11 10:05:43
483,161,1,5,85.46,72.59,354.71,2024-07-31 22:31:26,2024-08-01 02:31:41
484,161,58,2,382.19,50.74,713.64,2023-01-08 05:46:01,2023-01-09 11:31:00
485,161,42,4,160.50,119.78,522.22,2023-02-20 21:55:54,2023-02-25 14:28:16
486,161,8,3,237.02,199.13,511.93,2025-10-01 07:51:28,2025-10-03 22:17:48
487,162,84,2,16.52,1.15,31.89,2024-01-22 06:23:48,2024-01-24 10:29:44
488,163,77,4,151.75,145.70,461.30,2024-04-13 05:24:23,2024-04-19 17:49:31
489,163,1,5,286.20,182.39,1248.61,2023-05-23 22:08:30,2023-05-24 02:27:51
490,163,86,5,368.64,409.31,1433.89,2024-09-21 13:15:02,2024-09-26 16:34:39
491,164,10,4,51.71,25.71,181.13,2025-09-18 09:54:56,2025-09-20 05:10:43
492,164,36,2,382.58,123.11,642.05,2023-08-13 04:02:33,2023-08-19 03:35:44
493,164,22,5,53.81,8.08,260.97,2023-11-29 19:53:36,2023-12-05 01:32:14
494,164,26,1,66.15,13.50,52.65,2023-08-07 19:36:10,2023-08-07 19:56:52
495,165,84,5,333.55,433.11,1234.64,2024-04-12 12:27:30,2024-04-12 13:17:38
496,165,111,4,454.54,318.06,1500.10,2023-11-19 12:30:10,2023-11-24 13:30:06
497,165,71,1,19.91,4.46,15.45,2023-11-29 17:18:13,2023-11-30 00:19:07
498,165,93,1,248.43,68.63,179.80,2023-07-08 16:30:47,2023-07-15 16:23:52
499,166,1,2,40.69,4.07,77.31,2024-12-21 23:57:39,2024-12-27 17:57:44
500,166,12,2,494.60,72.43,916.77,2025-03-11 08:48:18,2025-03-16 03:14:17
501,167,95,4,498.99,291.18,1704.78,2025-09-28 00:42:31,2025-10-01 14:16:59
502,167,39,4,43.66,35.84,138.80,2024-02-04 06:42:30,2024-02-07 15:29:09
503,167,72,1,406.46,104.08,302.38,2024-03-15 08:53:17,2024-03-16 08:40:57
504,168,47,1,408.83,76.84,331.99,2025-09-15 21:59:37,2025-09-18 18:47:43
505,168,11,4,167.12,35.09,633.39,2023-05-03 22:04:19,2023-05-06 15:38:52
506,168,60,2,288.08,99.11,477.05,2024-12-18 03:14:38,2024-12-19 03:26:52
507,169,97,1,237.13,48.28,188.85,2025-07-16 20:12:32,2025-07-22 15:29:54
508,170,66,3,102.91,42.44,266.29,2025-03-29 07:58:28,2025-04-03 21:44:48
509,170,37,1,208.20,37.97,170.23,2023-02-19 09:49:57,2023-02-22 09:21:57
510,170,4,2,448.19,233.62,662.76,2023-09-25 10:02:51,2023-09-29 08:03:45
511,170,7,5,164.71,190.39,633.16,2025-02-20 19:02:29,2025-02-23 20:12:49
512,170,45,3,301.21,216.07,687.56,2023-11-22 15:34:12,2023-11-26 10:23:29
513,171,1,4,48.04,50.92,141.24,2025-07-06 16:31:51,2025-07-13 11:27:18
514,171,30,1,334.35,55.24,279.11,2023-07-21 12:57:42,2023-07-25 20:43:38
515,171,6,5,218.50,159.55,932.95,2025-02-12 01:13:00,2025-02-14 15:01:11
516,172,110,1,294.35,73.91,220.44,2024-12-17 15:30:01,2024-12-20 04:48:37
517,172,66,3,188.32,167.09,397.87,2023-12-10 15:00:02,2023-12-16 12:04:17
518,172,29,2,446.22,189.91,702.53,2023-05-23 08:50:22,2023-05-23 09:51:02
519,172,65,3,50.96,1.10,151.78,2025-01-29 19:49:37,2025-02-05 07:08:36
520,173,117,3,408.15,25.08,1199.37,2024-06-11 07:16:53,2024-06-12 13:28:07
521,173,43,1,177.56,50.26,127.30,2023-07-21 05:10:37,2023-07-27 21:41:12
522,174,64,4,108.42,107.03,326.65,2024-03-05 05:51:40,2024-03-11 11:09:29
523,174,19,3,431.55,289.09,1005.56,2023-12-23 10:18:52,2023-12-30 03:14:59
524,175,66,5,188.98,256.58,688.32,2025-11-20 09:32:07,2025-11-23 16:21:21
525,175,55,1,226.16,67.72,158.44,2023-03-03 02:25:29,2023-03-09 07:06:13
526,175,100,1,172.99,1.09,171.90,2024-07-09 21:33:25,2024-07-11 15:25:48
527,175,34,1,17.86,2.81,15.05,2023-09-30 16:58:59,2023-10-03 12:31:50
528,176,30,5,199.59,246.69,751.26,2025-04-15 01:15:44,2025-04-19 07:10:38
529,177,92,4,336.91,392.50,955.14,2025-05-05 22:32:21,2025-05-07 17:29:59
530,178,23,4,219.95,187.76,692.04,2023-09-08 01:05:16,2023-09-09 16:44:25
531,179,57,3,182.38,6.55,540.59,2024-02-10 03:19:17,2024-02-16 03:11:12
532,179,5,5,274.86,337.88,1036.42,2023-08-31 14:07:59,2023-09-03 16:56:06
533,179,38,3,128.69,57.79,328.28,2024-01-30 15:18:49,2024-02-05 11:01:21
534,179,120,3,196.20,41.81,546.79,2023-10-29 02:54:38,2023-10-29 12:42:53
535,179,72,4,213.16,215.31,637.33,2023-08-08 18:24:27,2023-08-10 18:51:58
536,180,45,4,475.19,332.63,1568.13,2024-09-13 20:44:22,2024-09-16 06:40:50
537,181,23,3,118.78,106.26,250.08,2025-05-15 08:59:27,2025-05-16 18:05:07
538,181,9,5,72.08,97.52,262.88,2024-02-02 08:27:22,2024-02-03 03:07:04
539,181,109,4,47.79,33.45,157.71,2024-07-19 14:11:49,2024-07-23 05:18:03
540,181,114,2,155.34,79.74,230.94,2023-06-07 06:51:05,2023-06-13 23:28:58
541,181,70,4,358.11,393.49,1038.95,2023-05-12 09:02:34,2023-05-17 21:37:08
542,182,60,2,389.63,10.15,769.11,2024-08-19 02:00:34,2024-08-19 17:58:07
543,182,88,2,392.00,221.86,562.14,2023-06-08 10:34:41,2023-06-10 07:43:13
544,182,76,4,302.24,171.00,1037.96,2023-09-11 20:52:18,2023-09-14 06:52:19
545,183,23,5,234.45,295.38,876.87,2024-02-19 03:47:57,2024-02-19 18:43:15
546,184,24,2,374.23,84.66,663.80,2023-12-02 01:37:51,2023-12-06 03:39:34
547,184,89,2,95.09,5.59,184.59,2025-06-28 14:45:53,2025-06-29 00:28:08
548,184,49,5,371.69,476.52,1381.93,2024-03-29 16:08:23,2024-03-31 13:42:23
549,185,10,3,267.11,196.61,604.72,2023-05-17 07:20:02,2023-05-17 23:54:39
550,185,113,2,400.84,176.46,625.22,2023-03-01 13:39:40,2023-03-02 05:13:00
551,185,65,1,163.70,47.97,115.73,2024-03-03 22:52:55,2024-03-04 01:00:05
552,185,103,5,252.10,160.16,1100.34,2023-11-14 04:57:42,2023-11-17 17:43:42
553,186,19,3,56.80,35.31,135.09,2025-01-21 07:13:18,2025-01-23 15:24:06
554,186,87,3,12.95,0.42,38.43,2024-12-26 20:53:04,2024-12-27 03:48:51
555,187,8,2,170.15,90.60,249.70,2024-03-28 14:04:24,2024-03-28 21:26:21
556,187,50,4,307.50,149.13,1080.87,2024-11-21 13:35:20,2024-11-24 02:54:35
557,187,86,3,200.11,146.72,453.61,2024-06-08 05:33:54,2024-06-09 13:42:45
558,187,40,5,335.88,259.69,1419.71,2024-03-04 02:31:23,2024-03-09 02:46:29
559,188,82,4,496.32,546.84,1438.44,2025-09-06 09:40:36,2025-09-10 02:22:53
560,189,32,5,67.02,63.79,271.31,2023-11-12 15:15:55,2023-11-15 14:44:07
561,189,34,3,307.05,106.17,814.98,2024-08-06 19:38:51,2024-08-13 04:41:19
562,189,78,4,372.18,186.11,1302.61,2024-05-07 22:36:43,2024-05-14 01:56:40
563,189,105,4,436.23,336.68,1408.24,2025-03-12 06:42:39,2025-03-16 14:22:54
564,190,36,4,134.55,101.07,437.13,2023-01-30 01:20:48,2023-02-04 04:36:25
565,190,61,2,165.78,17.75,313.81,2025-01-17 09:10:56,2025-01-20 00:27:41
566,190,43,4,342.41,43.52,1326.12,2024-05-09 05:17:59,2024-05-11 12:01:34
567,190,71,1,490.33,75.26,415.07,2023-08-01 20:25:21,2023-08-06 06:25:22
568,190,15,3,489.97,75.89,1394.02,2023-07-01 12:24:54,2023-07-01 16:52:09
569,191,37,4,169.48,104.87,573.05,2023-11-03 15:53:19,2023-11-10 05:57:01
570,191,61,3,364.78,322.11,772.23,2023-05-23 13:18:08,2023-05-23 21:46:50
571,191,15,4,415.52,167.35,1494.73,2025-08-17 09:37:45,2025-08-19 01:05:11
572,192,45,2,257.23,120.90,393.56,2025-07-31 23:42:11,2025-08-06 10:56:15
573,192,117,1,265.71,27.64,238.07,2024-11-01 05:42:09,2024-11-07 22:52:10
574,193,3,3,455.93,386.95,980.84,2025-05-04 20:09:21,2025-05-06 20:40:35
575,193,107,5,217.65,74.89,1013.36,2025-06-18 07:44:27,2025-06-22 18:38:37
576,193,77,2,369.36,99.24,639.48,2023-12-12 19:44:39,2023-12-15 19:27:33
577,193,86,1,133.90,36.52,97.38,2024-01-30 19:01:40,2024-01-31 22:25:44
578,193,58,5,457.73,388.68,1899.97,2023-08-03 13:32:47,2023-08-07 18:14:02
579,194,75,1,222.93,47.91,175.02,2025-10-01 04:07:00,2025-10-05 03:11:12
580,194,114,1,489.02,9.63,479.39,2023-04-22 07:53:44,2023-04-26 20:12:49
581,195,99,5,279.02,112.99,1282.11,2023-01-05 00:47:11,2023-01-06 16:50:09
582,196,9,1,52.17,13.73,38.44,2023-04-30 11:03:17,2023-05-03 11:44:12
583,196,42,2,171.69,56.29,287.09,2025-09-19 17:46:17,2025-09-23 20:43:39
584,197,6,3,78.41,20.69,214.54,2023-05-29 09:35:10,2023-06-04 10:20:26
585,197,1,3,191.05,28.31,544.84,2023-09-04 01:00:39,2023-09-05 21:55:47
586,198,32,3,38.87,27.33,89.28,2025-08-02 21:54:41,2025-08-05 02:09:36
587,199,46,1,229.95,57.79,172.16,2024-11-14 16:36:43,2024-11-15 05:20:08
588,199,4,3,485.79,159.92,1297.45,2023-10-09 22:11:08,2023-10-13 19:46:57
589,200,69,2,454.87,157.81,751.93,2023-04-30 14:33:13,2023-05-05 16:03:03
590,200,93,1,299.96,57.19,242.77,2024-02-06 16:22:43,2024-02-12 11:56:56
591,200,46,1,159.32,14.34,144.98,2023-01-27 22:25:50,2023-01-28 02:06:55
592,200,15,4,140.00,147.91,412.09,2023-10-26 02:00:40,2023-10-29 00:44:04
593,201,114,3,54.82,7.01,157.45,2025-02-07 05:52:09,2025-02-09 11:51:24
594,201,106,3,192.05,5.58,570.57,2025-06-08 19:40:21,2025-06-09 14:41:11
595,201,15,5,69.60,0.29,347.71,2025-10-14 19:44:01,2025-10-18 11:59:09
596,201,110,2,450.09,171.04,729.14,2024-05-06 20:12:37,2024-05-12 11:47:40
597,201,35,2,133.37,61.45,205.29,2023-09-07 05:20:39,2023-09-08 06:45:38
598,202,46,4,177.27,199.26,509.82,2023-04-07 11:07:20,2023-04-09 09:46:32
599,202,35,1,32.56,4.40,28.16,2025-04-10 00:45:41,2025-04-10 15:04:19
600,202,92,4,27.82,2.45,108.83,2024-01-19 17:54:11,2024-01-19 19:39:02
601,202,25,2,286.42,31.62,541.22,2025-03-10 14:28:08,2025-03-12 09:51:38
602,202,31,4,171.10,152.39,532.01,2024-11-30 12:03:43,2024-12-04 12:17:51
