order_id,customer_id,store_id,order_date,status,total_amount,shipping_address_id,billing_address_id,channel,payment_method,created_at,updated_at
221,232,1,2023-08-19 09:28:14,paid,523.93,232,232,online,credit_card,2023-08-19 09:28:14,2023-08-23 14:15:25
222,202,1,2024-05-30 08:24:51,shipped,1127.27,202,202,online,debit,2024-05-30 08:24:51,2024-06-27 14:24:53
223,2,7,2024-02-14 00:20:59,confirmed,422.86,2,2,store,other,2024-02-14 00:20:59,2024-03-02 00:28:34
224,189,9,2024-12-11 14:57:13,delivered,101.91,189,189,store,credit_card,2024-12-11 14:57:13,2025-01-05 00:26:38
225,149,8,2025-10-19 13:03:55,delivered,935.03,177,271,store,debit,2025-10-19 13:03:55,2025-11-07 07:21:08
226,133,1,2023-03-22 06:57:34,delivered,1278.20,133,133,online,debit,2023-03-22 06:57:34,2023-03-26 12:00:35
227,116,1,2024-09-16 23:52:49,delivered,991.85,116,116,online,credit_card,2024-09-16 23:52:49,2024-10-10 15:13:23
228,142,2,2024-08-12 19:48:34,confirmed,527.83,142,289,store,credit_card,2024-08-12 19:48:34,2024-08-18 22:52:16
229,216,5,2025-06-05 09:31:26,shipped,188.44,216,216,store,credit_card,2025-06-05 09:31:26,2025-06-19 06:53:41
230,74,2,2024-03-10 06:32:39,delivered,145.31,74,102,store,credit_card,2024-03-10 06:32:39,2024-03-22 00:10:18
231,81,1,2024-07-08 12:49:55,delivered,34.31,81,81,online,credit_card,2024-07-08 12:49:55,2024-07-23 02:56:47
232,223,2,2025-11-18 20:04:18,delivered,1079.34,223,27,store,cash,2025-11-18 20:04:18,2025-12-03 04:33:24
233,168,8,2024-02-05 18:30:07,confirmed,364.93,168,168,store,credit_card,2024-02-05 18:30:07,2024-02-13 14:14:45
234,238,4,2025-07-28 20:40:45,delivered,252.79,238,238,store,credit_card,2025-07-28 20:40:45,2025-08-09 14:12:01
235,70,3,2025-02-05 09:22:46,delivered,21.59,70,70,store,credit_card,2025-02-05 09:22:46,2025-02-21 11:33:31
236,233,8,2023-05-12 13:40:37,delivered,39.82,233,233,store,cash,2023-05-12 13:40:37,2023-05-20 18:41:16
237,221,7,2024-08-15 19:19:17,delivered,1088.62,340,340,store,credit_card,2024-08-15 19:19:17,2024-08-15 20:01:11
238,182,1,2025-06-14 14:06:15,delivered,396.69,182,182,online,debit,2025-06-14 14:06:15,2025-06-23 04:14:26
239,229,1,2024-04-20 22:45:14,delivered,322.85,178,178,online,credit_card,2024-04-20 22:45:14,2024-05-14 20:15:48
240,125,1,2023-10-29 10:41:33,paid,693.96,125,125,online,cash,2023-10-29 10:41:33,2023-11-09 22:02:01
241,28,7,2023-07-22 13:15:22,paid,705.65,28,28,store,credit_card,2023-07-22 13:15:22,2023-07-29 14:16:14
242,4,5,2024-04-27 08:36:05,delivered,56.02,88,88,store,credit_card,2024-04-27 08:36:05,2024-05-12 11:12:38
243,192,1,2023-07-01 10:41:25,delivered,98.68,192,292,online,credit_card,2023-07-01 10:41:25,2023-07-02 01:15:59
244,166,1,2024-08-21 21:42:10,cancelled,101.82,166,166,online,credit_card,2024-08-21 21:42:10,2024-09-10 02:13:33
245,211,1,2025-09-07 19:22:24,delivered,22.67,211,211,online,credit_card,2025-09-07 19:22:24,2025-09-26 07:40:25
246,134,1,2023-08-19 13:02:42,paid,206.04,134,134,online,credit_card,2023-08-19 13:02:42,2023-08-26 01:50:50
247,185,1,2024-11-13 02:44:45,confirmed,564.86,185,185,online,credit_card,2024-11-13 02:44:45,2024-11-15 06:29:48
248,247,9,2025-03-18 05:38:40,paid,20.64,247,247,store,credit_card,2025-03-18 05:38:40,2025-03-28 20:44:02
249,140,1,2024-11-22 07:18:45,delivered,29.38,140,140,online,credit_card,2024-11-22 07:18:45,2024-11-29 02:56:53
250,54,1,2025-03-31 21:05:19,delivered,149.34,229,229,online,debit,2025-03-31 21:05:19,2025-04-06 03:52:58
251,213,7,2023-08-31 21:55:19,shipped,1253.48,213,213,store,paypal,2023-08-31 21:55:19,2023-09-19 15:46:33
252,98,1,2023-10-20 08:23:50,delivered,1080.17,98,292,online,debit,2023-10-20 08:23:50,2023-11-07 04:08:24
253,206,9,2025-04-26 08:27:09,confirmed,679.30,206,206,store,credit_card,2025-04-26 08:27:09,2025-05-25 10:49:49
254,73,1,2024-07-23 00:23:53,confirmed,778.49,350,350,online,credit_card,2024-07-23 00:23:53,2024-07-30 15:31:48
255,156,1,2025-04-24 20:51:11,confirmed,30.59,156,156,online,debit,2025-04-24 20:51:11,2025-05-22 15:16:34
256,61,3,2024-09-02 00:54:12,cancelled,363.22,61,61,store,cash,2024-09-02 00:54:12,2024-09-28 08:49:18
257,36,9,2024-05-11 02:52:30,paid,595.93,77,77,store,credit_card,2024-05-11 02:52:30,2024-05-17 08:13:35
258,121,1,2025-11-23 23:07:07,delivered,443.51,121,121,online,credit_card,2025-11-23 23:07:07,2025-12-22 21:47:20
259,96,1,2024-09-21 14:47:46,shipped,23.96,215,96,online,other,2024-09-21 14:47:46,2024-09-27 12:45:22
260,152,1,2023-10-31 08:10:58,confirmed,614.37,152,152,online,credit_card,2023-10-31 08:10:58,2023-11-18 17:52:16
261,43,9,2025-10-25 18:34:29,delivered,1179.18,43,43,store,credit_card,2025-10-25 18:34:29,2025-11-04 00:41:50
262,214,7,2024-10-11 00:38:41,pending,973.24,214,342,store,debit,2024-10-11 00:38:41,2024-11-04 20:16:55
263,68,8,2023-07-12 13:02:46,delivered,1040.67,88,88,store,credit_card,2023-07-12 13:02:46,2023-08-06 12:09:42
264,128,1,2025-05-09 11:11:23,paid,161.24,128,395,online,paypal,2025-05-09 11:11:23,2025-05-21 03:12:15
265,59,1,2023-07-07 13:08:03,delivered,694.72,59,70,online,debit,2023-07-07 13:08:03,2023-07-28 03:01:26
266,67,1,2024-07-30 05:15:08,shipped,1092.36,67,67,online,credit_card,2024-07-30 05:15:08,2024-08-14 09:33:29
267,78,1,2024-02-12 04:17:57,delivered,112.80,157,157,online,credit_card,2024-02-12 04:17:57,2024-02-19 13:32:13
268,77,1,2025-07-04 06:08:14,shipped,135.18,77,77,online,other,2025-07-04 06:08:14,2025-07-06 02:23:58
269,193,7,2024-09-12 14:27:59,delivered,475.84,193,172,store,cash,2024-09-12 14:27:59,2024-10-03 19:49:44
270,134,7,2025-03-30 15:11:55,shipped,608.84,134,134,store,gift_card,2025-03-30 15:11:55,2025-04-28 11:21:23
271,241,1,2024-10-06 06:10:52,confirmed,1431.11,241,241,online,credit_card,2024-10-06 06:10:52,2024-11-03 18:47:10
272,182,1,2024-01-25 11:35:46,delivered,20.53,182,182,online,credit_card,2024-01-25 11:35:46,2024-02-16 05:04:01
273,245,1,2025-03-11 23:17:50,paid,326.67,245,245,online,paypal,2025-03-11 23:17:50,2025-03-14 15:53:46
274,122,1,2025-01-25 06:59:20,paid,91.56,122,122,online,paypal,2025-01-25 06:59:20,2025-02-15 23:21:36
275,213,1,2024-04-25 12:56:44,delivered,215.11,213,213,online,credit_card,2024-04-25 12:56:44,2024-05-20 05:14:59
276,127,2,2025-06-26 14:34:53,delivered,391.75,127,127,store,other,2025-06-26 14:34:53,2025-07-03 16:50:57
277,50,1,2024-09-15 00:48:21,confirmed,613.62,50,50,online,credit_card,2024-09-15 00:48:21,2024-09-21 11:14:04
278,32,1,2023-03-06 04:22:26,shipped,953.29,78,78,online,cash,2023-03-06 04:22:26,2023-03-26 13:14:54
279,77,1,2023-03-27 13:22:00,paid,317.15,77,77,online,credit_card,2023-03-27 13:22:00,2023-04-17 22:29:39
280,222,2,2024-08-01 07:56:20,delivered,1066.79,222,222,store,paypal,2024-08-01 07:56:20,2024-08-07 03:44:36
281,175,1,2023-10-19 21:52:16,delivered,601.81,25,18,online,credit_card,2023-10-19 21:52:16,2023-11-08 16:30:00
282,91,9,2023-12-12 23:55:53,paid,20.51,91,91,store,credit_card,2023-12-12 23:55:53,2024-01-04 21:59:12
283,186,1,2025-10-27 23:05:32,cancelled,97.71,186,292,online,credit_card,2025-10-27 23:05:32,2025-11-01 00:37:57
284,84,1,2025-10-11 15:31:48,pending,813.77,84,84,online,paypal,2025-10-11 15:31:48,2025-10-20 19:58:52
285,41,1,2023-05-01 01:21:51,confirmed,76.12,259,41,online,paypal,2023-05-01 01:21:51,2023-05-16 20:32:48
286,44,1,2023-02-04 08:05:46,paid,1170.07,44,44,online,debit,2023-02-04 08:05:46,2023-03-05 03:13:43
287,231,9,2025-01-25 20:51:19,delivered,67.55,231,231,store,credit_card,2025-01-25 20:51:19,2025-02-01 01:17:48
288,124,1,2025-11-08 07:08:49,delivered,944.10,124,124,online,debit,2025-11-08 07:08:49,2025-11-17 05:57:34
289,18,9,2023-04-10 03:55:47,cancelled,955.55,18,18,store,credit_card,2023-04-10 03:55:47,2023-04-29 07:35:55
290,32,1,2023-08-10 11:30:13,cancelled,1492.62,32,32,online,other,2023-08-10 11:30:13,2023-08-30 04:01:40
291,22,1,2024-01-28 21:27:00,delivered,923.15,22,22,online,paypal,2024-01-28 21:27:00,2024-02-14 21:54:26
292,53,2,2025-01-06 04:26:21,delivered,151.83,53,53,store,debit,2025-01-06 04:26:21,2025-01-17 09:17:41
293,21,1,2024-08-18 02:48:22,delivered,528.79,389,361,online,credit_card,2024-08-18 02:48:22,2024-09-03 05:39:04
294,38,8,2023-02-02 09:11:53,shipped,760.62,165,69,store,other,2023-02-02 09:11:53,2023-02-27 04:15:53
295,74,1,2024-05-26 18:10:36,cancelled,29.07,74,74,online,debit,2024-05-26 18:10:36,2024-06-13 18:23:27
296,210,2,2023-01-11 21:06:56,delivered,1391.41,210,210,store,cash,2023-01-11 21:06:56,2023-01-12 07:00:59
297,51,1,2025-01-16 06:54:52,returned,30.71,261,261,online,credit_card,2025-01-16 06:54:52,2025-01-20 10:10:55
298,49,4,2023-07-24 15:20:09,pending,1136.18,49,49,store,gift_card,2023-07-24 15:20:09,2023-08-01 09:49:51
299,200,1,2025-05-18 02:18:46,delivered,47.29,200,200,online,credit_card,2025-05-18 02:18:46,2025-05-18 20:19:15
300,5,1,2023-07-08 14:46:14,shipped,787.33,5,5,online,debit,2023-07-08 14:46:14,2023-08-02 19:40:09
301,232,1,2025-02-22 07:07:59,shipped,223.15,232,64,online,credit_card,2025-02-22 07:07:59,2025-03-14 21:35:35
302,165,5,2023-08-30 07:02:32,confirmed,501.06,165,358,store,debit,2023-08-30 07:02:32,2023-09-22 01:31:35
303,28,4,2023-01-31 18:45:41,shipped,1390.76,28,28,store,credit_card,2023-01-31 18:45:41,2023-02-21 13:31:33
304,29,9,2024-03-08 19:19:31,paid,45.29,29,29,store,credit_card,2024-03-08 19:19:31,2024-03-20 14:55:51
305,6,1,2024-07-08 12:29:08,paid,550.23,6,6,online,credit_card,2024-07-08 12:29:08,2024-07-30 11:23:02
306,22,5,2023-03-24 06:08:22,delivered,146.25,22,22,store,debit,2023-03-24 06:08:22,2023-04-10 06:03:24
307,180,2,2023-05-06 19:55:11,confirmed,277.95,180,395,store,credit_card,2023-05-06 19:55:11,2023-05-14 19:15:10
308,164,1,2023-08-28 07:24:38,returned,251.65,229,229,online,paypal,2023-08-28 07:24:38,2023-09-15 21:15:32
309,201,5,2024-05-14 07:49:24,returned,98.87,201,201,store,paypal,2024-05-14 07:49:24,2024-06-09 03:27:58
310,190,4,2024-07-02 20:03:10,delivered,354.09,190,190,store,credit_card,2024-07-02 20:03:10,2024-07-08 23:54:19
311,87,5,2024-08-26 13:05:27,delivered,885.00,87,170,store,credit_card,2024-08-26 13:05:27,2024-08-31 10:57:53
312,182,8,2023-08-28 11:09:19,delivered,325.11,182,157,store,paypal,2023-08-28 11:09:19,2023-09-06 14:24:35
313,240,1,2025-05-14 12:23:35,paid,739.47,240,240,online,credit_card,2025-05-14 12:23:35,2025-05-18 04:15:48
314,158,1,2023-10-17 01:22:30,cancelled,184.21,158,158,online,cash,2023-10-17 01:22:30,2023-11-14 12:52:43
315,150,7,2024-01-15 10:53:03,delivered,49.90,150,150,store,credit_card,2024-01-15 10:53:03,2024-02-07 13:48:22
316,219,1,2024-12-21 16:34:03,delivered,1364.04,330,330,online,credit_card,2024-12-21 16:34:03,2024-12-26 22:17:11
317,54,1,2025-07-16 23:25:45,pending,182.55,54,54,online,debit,2025-07-16 23:25:45,2025-08-10 17:38:12
318,88,2,2024-05-10 10:37:36,confirmed,540.80,378,378,store,credit_card,2024-05-10 10:37:36,2024-05-31 14:27:17
319,54,1,2024-11-30 06:29:39,delivered,724.83,22,22,online,other,2024-11-30 06:29:39,2024-12-22 11:57:45
320,214,1,2025-10-20 05:53:20,delivered,1128.24,214,214,online,credit_card,2025-10-20 05:53:20,2025-10-29 17:12:25
321,188,3,2025-06-15 08:55:51,delivered,592.28,188,88,store,credit_card,2025-06-15 08:55:51,2025-06-27 23:36:56
322,4,1,2024-02-21 18:20:57,pending,667.56,4,4,online,credit_card,2024-02-21 18:20:57,2024-03-22 08:29:53
323,63,1,2025-06-08 04:08:45,shipped,378.71,63,63,online,cash,2025-06-08 04:08:45,2025-06-26 09:08:25
324,94,1,2025-08-17 12:46:54,returned,627.80,94,94,online,debit,2025-08-17 12:46:54,2025-09-05 07:51:02
325,45,1,2025-05-13 02:19:02,delivered,865.97,45,191,online,paypal,2025-05-13 02:19:02,2025-05-27 12:08:03
326,118,9,2023-11-30 16:49:20,cancelled,313.72,118,118,store,paypal,2023-11-30 16:49:20,2023-12-20 21:21:59
327,234,1,2023-10-30 04:40:35,shipped,339.12,234,82,online,credit_card,2023-10-30 04:40:35,2023-11-06 10:31:51
328,40,1,2024-12-06 07:28:56,paid,449.93,40,40,online,debit,2024-12-06 07:28:56,2024-12-19 10:49:45
329,10,2,2023-10-06 14:30:38,pending,98.40,10,10,store,credit_card,2023-10-06 14:30:38,2023-10-12 16:02:08
330,139,1,2023-01-22 00:15:14,paid,121.08,251,251,online,credit_card,2023-01-22 00:15:14,2023-02-05 14:43:33
331,48,1,2024-07-21 21:07:35,shipped,236.65,48,48,online,debit,2024-07-21 21:07:35,2024-07-26 03:42:52
332,74,1,2025-08-19 14:03:06,pending,750.77,74,74,online,cash,2025-08-19 14:03:06,2025-08-23 06:13:47
333,205,8,2023-11-11 09:33:31,delivered,1186.45,205,205,store,credit_card,2023-11-11 09:33:31,2023-11-26 18:09:40
334,201,1,2024-10-26 19:45:04,delivered,325.03,206,206,online,credit_card,2024-10-26 19:45:04,2024-11-04 05:19:24
335,221,4,2024-07-30 00:54:50,confirmed,452.92,391,221,store,credit_card,2024-07-30 00:54:50,2024-08-28 00:18:49
336,81,7,2024-03-21 00:23:42,confirmed,78.95,81,81,store,credit_card,2024-03-21 00:23:42,2024-04-05 07:25:00
337,193,1,2024-09-24 09:51:22,delivered,71.50,193,193,online,credit_card,2024-09-24 09:51:22,2024-10-21 03:53:10
338,163,6,2024-05-29 14:18:50,shipped,45.42,44,44,store,credit_card,2024-05-29 14:18:50,2024-06-26 13:51:38
339,68,1,2025-03-27 05:22:54,delivered,496.24,68,68,online,gift_card,2025-03-27 05:22:54,2025-04-18 19:53:28
340,164,1,2024-07-01 15:53:17,returned,225.01,164,164,online,credit_card,2024-07-01 15:53:17,2024-07-28 15:15:43
341,34,1,2023-08-07 12:12:34,delivered,517.58,34,34,online,credit_card,2023-08-07 12:12:34,2023-09-04 17:48:53
342,238,1,2023-02-08 22:32:41,delivered,140.10,238,238,online,credit_card,2023-02-08 22:32:41,2023-03-02 20:37:50
343,215,1,2024-10-26 09:52:01,delivered,128.95,215,262,online,credit_card,2024-10-26 09:52:01,2024-11-23 00:01:47
344,82,1,2024-08-02 05:06:42,shipped,217.82,82,82,online,cash,2024-08-02 05:06:42,2024-08-17 00:19:26
345,128,6,2024-08-27 08:25:28,pending,716.01,128,128,store,cash,2024-08-27 08:25:28,2024-09-17 12:14:13
346,82,1,2025-03-19 11:41:03,returned,875.80,82,82,online,other,2025-03-19 11:41:03,2025-04-06 05:23:42
347,143,2,2025-02-12 12:16:28,delivered,252.02,143,143,store,credit_card,2025-02-12 12:16:28,2025-03-12 11:32:09
348,214,1,2024-05-27 13:00:14,paid,93.35,214,214,online,credit_card,2024-05-27 13:00:14,2024-06-26 07:56:26
349,164,1,2025-10-02 06:31:09,cancelled,443.06,164,164,online,cash,2025-10-02 06:31:09,2025-10-22 12:04:24
350,17,1,2025-07-06 20:41:58,delivered,1014.14,206,206,online,credit_card,2025-07-06 20:41:58,2025-08-04 17:50:01
351,141,1,2025-06-25 21:47:59,paid,1146.39,141,141,online,debit,2025-06-25 21:47:59,2025-07-01 14:02:55
352,161,6,2023-03-26 14:03:10,delivered,48.51,161,161,store,credit_card,2023-03-26 14:03:10,2023-04-14 12:58:19
353,185,2,2023-03-11 07:40:44,delivered,781.84,185,185,store,credit_card,2023-03-11 07:40:44,2023-04-01 11:43:20
354,243,2,2025-09-20 20:04:01,confirmed,97.72,243,243,store,credit_card,2025-09-20 20:04:01,2025-10-10 02:49:55
355,234,1,2023-05-02 23:40:19,paid,271.15,234,234,online,credit_card,2023-05-02 23:40:19,2023-05-17 03:28:47
356,181,1,2025-01-31 20:00:42,pending,51.32,181,181,online,cash,2025-01-31 20:00:42,2025-02-17 03:03:29
357,175,9,2024-07-07 22:51:37,pending,157.60,175,175,store,gift_card,2024-07-07 22:51:37,2024-07-22 03:20:11
358,86,8,2025-06-21 00:54:06,delivered,63.77,86,86,store,paypal,2025-06-21 00:54:06,2025-06-26 23:46:12
359,241,4,2024-02-13 05:56:21,cancelled,152.17,357,135,store,credit_card,2024-02-13 05:56:21,2024-02-14 01:25:38
360,114,1,2025-06-08 12:50:32,delivered,33.16,204,204,online,credit_card,2025-06-08 12:50:32,2025-06-15 03:06:19
361,8,7,2023-04-25 02:20:23,paid,20.48,8,8,store,credit_card,2023-04-25 02:20:23,2023-05-22 10:53:46
362,6,1,2023-06-08 12:20:34,cancelled,908.34,143,143,online,cash,2023-06-08 12:20:34,2023-06-11 04:01:19
363,157,4,2024-08-12 05:56:56,delivered,30.95,157,157,store,credit_card,2024-08-12 05:56:56,2024-09-04 06:35:20
364,148,1,2024-03-13 11:17:35,pending,49.58,148,148,online,credit_card,2024-03-13 11:17:35,2024-04-02 10:34:04
365,162,8,2025-08-17 23:41:14,delivered,1348.93,162,162,store,paypal,2025-08-17 23:41:14,2025-08-27 02:31:34
366,162,1,2023-11-11 07:36:15,paid,514.58,162,162,online,gift_card,2023-11-11 07:36:15,2023-11-19 18:26:22
367,143,1,2025-05-28 03:16:36,shipped,60.19,174,273,online,debit,2025-05-28 03:16:36,2025-06-23 20:44:24
368,138,3,2024-04-21 02:10:24,pending,752.08,138,138,store,credit_card,2024-04-21 02:10:24,2024-05-20 07:57:57
369,111,7,2024-12-29 19:43:22,delivered,279.27,111,111,store,credit_card,2024-12-29 19:43:22,2025-01-07 18:12:11
370,246,1,2024-06-24 07:23:33,delivered,1167.72,246,246,online,cash,2024-06-24 07:23:33,2024-07-09 04:37:21
371,94,1,2024-05-10 04:22:17,delivered,174.37,94,94,online,paypal,2024-05-10 04:22:17,2024-05-17 07:40:04
372,220,1,2025-03-31 11:26:30,confirmed,189.30,201,233,online,paypal,2025-03-31 11:26:30,2025-04-01 12:03:17
373,115,1,2023-03-20 14:27:12,delivered,101.23,115,115,online,other,2023-03-20 14:27:12,2023-03-20 18:22:41
374,191,8,2023-10-31 09:10:21,delivered,584.84,191,191,store,debit,2023-10-31 09:10:21,2023-11-15 05:16:18
375,192,7,2023-03-16 22:59:01,delivered,309.59,192,192,store,credit_card,2023-03-16 22:59:01,2023-03-20 08:48:40
376,127,8,2025-06-21 19:24:55,delivered,35.99,393,373,store,credit_card,2025-06-21 19:24:55,2025-06-22 15:26:52
377,66,1,2024-04-24 06:42:54,shipped,132.58,66,66,online,credit_card,2024-04-24 06:42:54,2024-05-20 08:26:02
378,231,1,2023-05-04 05:22:21,returned,405.24,5,231,online,credit_card,2023-05-04 05:22:21,2023-06-01 18:42:37
379,194,3,2024-03-12 23:08:48,delivered,294.09,194,342,store,debit,2024-03-12 23:08:48,2024-03-14 15:06:24
380,60,1,2023-08-30 05:47:33,delivered,1252.05,146,146,online,credit_card,2023-08-30 05:47:33,2023-09-08 17:58:30
381,105,1,2023-08-14 07:00:06,confirmed,25.05,105,105,online,credit_card,2023-08-14 07:00:06,2023-08-29 13:25:50
382,30,9,2023-11-14 13:36:26,delivered,59.65,30,30,store,credit_card,2023-11-14 13:36:26,2023-12-10 15:37:31
383,223,3,2025-06-18 15:24:41,delivered,297.51,223,223,store,cash,2025-06-18 15:24:41,2025-07-07 21:43:54
384,130,1,2023-05-13 02:14:24,delivered,921.98,19,19,online,credit_card,2023-05-13 02:14:24,2023-05-27 08:31:16
385,40,1,2025-01-09 09:23:34,delivered,366.33,40,40,online,credit_card,2025-01-09 09:23:34,2025-02-07 01:46:03
386,159,6,2024-06-16 15:46:51,delivered,1057.13,159,159,store,cash,2024-06-16 15:46:51,2024-07-05 13:07:38
387,42,5,2023-07-05 18:31:19,delivered,1021.32,42,42,store,credit_card,2023-07-05 18:31:19,2023-07-29 01:14:43
388,50,1,2023-11-13 07:56:49,paid,331.20,94,50,online,debit,2023-11-13 07:56:49,2023-11-18 18:17:40
389,97,1,2025-10-27 03:50:15,paid,944.02,97,97,online,debit,2025-10-27 03:50:15,2025-11-02 04:15:03
390,26,1,2023-10-14 03:21:25,paid,1129.47,26,26,online,other,2023-10-14 03:21:25,2023-10-20 17:18:52
391,220,1,2023-06-08 19:31:03,shipped,1018.19,219,219,online,credit_card,2023-06-08 19:31:03,2023-06-27 22:17:39
392,195,3,2024-03-05 09:42:41,confirmed,246.60,312,195,store,credit_card,2024-03-05 09:42:41,2024-03-31 18:03:42
393,70,5,2023-11-22 22:38:51,shipped,326.72,70,70,store,credit_card,2023-11-22 22:38:51,2023-12-12 01:02:40
394,25,1,2024-03-02 21:24:43,shipped,94.35,25,25,online,debit,2024-03-02 21:24:43,2024-03-31 21:27:02
395,57,1,2023-09-05 01:01:40,confirmed,1345.50,57,57,online,debit,2023-09-05 01:01:40,2023-09-19 20:35:21
396,79,1,2023-04-28 20:54:33,delivered,1409.90,79,79,online,credit_card,2023-04-28 20:54:33,2023-05-08 16:22:01
397,21,1,2024-03-31 05:47:15,delivered,27.01,21,21,online,debit,2024-03-31 05:47:15,2024-04-11 23:51:03
398,65,1,2025-04-14 18:33:35,returned,33.11,75,65,online,debit,2025-04-14 18:33:35,2025-05-06 17:55:36
399,140,1,2023-04-20 08:57:09,confirmed,252.01,140,224,online,debit,2023-04-20 08:57:09,2023-05-01 02:59:11
400,215,1,2024-01-21 18:24:27,shipped,650.55,215,215,online,paypal,2024-01-21 18:24:27,2024-02-19 22:13:47
401,161,7,2023-05-25 20:54:52,delivered,204.17,161,161,store,credit_card,2023-05-25 20:54:52,2023-06-23 01:59:18
402,215,5,2025-09-14 20:07:18,confirmed,101.69,215,391,store,credit_card,2025-09-14 20:07:18,2025-09-28 08:43:40
403,79,7,2025-11-12 22:34:51,shipped,112.89,79,79,store,cash,2025-11-12 22:34:51,2025-11-24 06:55:46
404,171,8,2024-07-12 01:39:07,paid,137.64,171,171,store,credit_card,2024-07-12 01:39:07,2024-08-02 11:16:20
405,124,6,2025-02-19 01:00:45,delivered,77.99,124,334,store,credit_card,2025-02-19 01:00:45,2025-02-21 06:01:36
406,107,1,2024-01-28 19:02:56,delivered,467.72,107,107,online,paypal,2024-01-28 19:02:56,2024-02-21 08:03:49
407,124,1,2024-08-17 14:53:13,returned,527.32,87,87,online,debit,2024-08-17 14:53:13,2024-09-04 04:02:33
408,72,1,2024-01-31 07:26:46,confirmed,517.91,72,72,online,credit_card,2024-01-31 07:26:46,2024-02-20 09:29:50
409,144,1,2025-09-04 01:15:03,delivered,266.58,144,144,online,credit_card,2025-09-04 01:15:03,2025-09-28 13:25:35
410,146,5,2023-11-02 19:02:22,returned,573.74,339,146,store,credit_card,2023-11-02 19:02:22,2023-11-22 01:55:31
411,142,7,2024-08-19 09:03:51,returned,192.89,142,72,store,other,2024-08-19 09:03:51,2024-08-27 07:15:14
412,210,8,2024-04-21 10:38:00,shipped,528.75,210,210,store,credit_card,2024-04-21 10:38:00,2024-04-25 19:51:58
413,249,8,2023-03-16 05:52:43,delivered,450.46,29,239,store,credit_card,2023-03-16 05:52:43,2023-04-08 12:45:54
414,161,6,2024-04-28 05:14:00,delivered,708.86,161,161,store,cash,2024-04-28 05:14:00,2024-05-11 09:03:12
415,21,1,2025-06-24 22:01:23,shipped,1270.90,21,21,online,debit,2025-06-24 22:01:23,2025-07-10 05:21:04
416,134,1,2023-04-15 22:17:42,paid,1321.32,134,134,online,credit_card,2023-04-15 22:17:42,2023-04-16 06:29:03
417,90,7,2025-06-07 06:15:54,delivered,226.48,90,90,store,paypal,2025-06-07 06:15:54,2025-06-22 23:05:55
418,212,1,2024-09-04 09:28:17,confirmed,295.18,212,212,online,credit_card,2024-09-04 09:28:17,2024-09-17 13:36:19
419,102,1,2024-10-21 13:27:44,shipped,283.75,102,102,online,debit,2024-10-21 13:27:44,2024-10-25 11:59:39
420,89,1,2024-09-24 00:15:55,delivered,30.47,89,89,online,paypal,2024-09-24 00:15:55,2024-10-15 12:43:41
421,165,3,2024-12-02 13:20:13,paid,1074.94,229,229,store,debit,2024-12-02 13:20:13,2024-12-18 09:26:40
422,148,1,2025-10-07 19:50:48,delivered,339.73,148,148,online,gift_card,2025-10-07 19:50:48,2025-10-26 13:35:51
423,83,6,2025-01-05 09:18:11,delivered,20.83,276,276,store,cash,2025-01-05 09:18:11,2025-01-29 06:03:28
424,40,1,2025-02-28 07:14:06,cancelled,596.42,40,40,online,paypal,2025-02-28 07:14:06,2025-03-23 02:43:41
425,8,5,2025-07-01 06:49:38,confirmed,194.44,8,8,store,gift_card,2025-07-01 06:49:38,2025-07-30 06:28:49
426,143,9,2025-01-22 13:44:33,shipped,74.32,143,143,store,other,2025-01-22 13:44:33,2025-01-25 06:11:47
427,200,1,2023-04-24 07:00:36,shipped,120.15,200,200,online,gift_card,2023-04-24 07:00:36,2023-05-19 05:50:40
428,82,7,2025-03-14 18:51:46,delivered,525.28,159,159,store,debit,2025-03-14 18:51:46,2025-03-15 09:20:23
429,102,1,2025-07-11 08:56:57,delivered,267.57,365,365,online,debit,2025-07-11 08:56:57,2025-07-31 19:54:40
430,152,6,2024-12-04 14:55:53,paid,217.59,321,152,store,credit_card,2024-12-04 14:55:53,2024-12-18 19:30:16
431,40,1,2023-09-18 02:04:17,shipped,937.80,221,221,online,credit_card,2023-09-18 02:04:17,2023-10-17 19:25:20
432,66,9,2024-11-15 06:57:22,delivered,878.94,66,364,store,credit_card,2024-11-15 06:57:22,2024-11-26 10:29:43
433,167,9,2025-10-14 07:33:53,shipped,1128.22,354,354,store,debit,2025-10-14 07:33:53,2025-11-13 02:53:28
434,118,7,2025-05-21 04:17:22,delivered,1169.53,118,118,store,credit_card,2025-05-21 04:17:22,2025-06-19 06:10:01
435,65,1,2023-09-16 23:31:03,delivered,193.01,65,65,online,paypal,2023-09-16 23:31:03,2023-09-28 13:34:34
436,175,3,2025-03-18 16:49:38,paid,162.06,175,175,store,paypal,2025-03-18 16:49:38,2025-03-22 16:12:20
437,69,8,2023-04-26 01:30:20,delivered,102.97,69,341,store,credit_card,2023-04-26 01:30:20,2023-05-07 05:07:19
438,93,8,2023-08-27 09:57:16,returned,455.55,93,93,store,gift_card,2023-08-27 09:57:16,2023-08-30 05:45:58
439,111,4,2025-04-08 23:57:44,delivered,86.70,136,136,store,credit_card,2025-04-08 23:57:44,2025-04-20 03:52:11
440,185,2,2024-11-09 10:47:22,returned,1340.68,185,185,store,credit_card,2024-11-09 10:47:22,2024-11-19 05:57:45
