customer_id,order_id,store_id,interaction_type,channel,subject,message,rating,metadata_json
174,557,7,email_click,email,Email Click #384,Sample interaction 384 of type email_click via email.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
75,44,5,add_to_cart,email,Add To Cart #385,Sample interaction 385 of type add_to_cart via email.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
168,263,8,review,mobile_app,Review #386,Sample interaction 386 of type review via mobile_app.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
70,576,5,purchase,web,Purchase #387,Sample interaction 387 of type purchase via web.,5,"{""device"":""desktop"",""campaign"":""spring_sale""}"
190,601,4,review,web,Review #388,Sample interaction 388 of type review via web.,5,"{""device"":""desktop"",""campaign"":""spring_sale""}"
58,654,4,page_view,web,Page View #389,Sample interaction 389 of type page_view via web.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
85,735,8,add_to_cart,mobile_app,Add To Cart #390,Sample interaction 390 of type add_to_cart via mobile_app.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
247,564,3,email_click,store,Email Click #391,Sample interaction 391 of type email_click via store.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
167,205,5,email_open,email,Email Open #392,Sample interaction 392 of type email_open via email.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
233,788,2,review,support,Review #393,Sample interaction 393 of type review via support.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
234,180,7,purchase,web,Purchase #394,Sample interaction 394 of type purchase via web.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
202,508,3,support_ticket,web,Support Ticket #395,Sample interaction 395 of type support_ticket via web.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
77,582,2,email_open,email,Email Open #396,Sample interaction 396 of type email_open via email.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
165,557,9,store_visit,mobile_app,Store Visit #397,Sample interaction 397 of type store_visit via mobile_app.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
120,280,4,add_to_cart,email,Add To Cart #398,Sample interaction 398 of type add_to_cart via email.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
188,470,5,purchase,web,Purchase #399,Sample interaction 399 of type purchase via web.,3,"{""device"":""desktop"",""campaign"":""spring_sale""}"
203,303,4,purchase,support,Purchase #400,Sample interaction 400 of type purchase via support.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
212,438,9,email_open,web,Email Open #401,Sample interaction 401 of type email_open via web.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
172,98,3,purchase,store,Purchase #402,Sample interaction 402 of type purchase via store.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
240,255,1,support_ticket,store,Support Ticket #403,Sample interaction 403 of type support_ticket via store.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
115,772,5,email_open,email,Email Open #404,Sample interaction 404 of type email_open via email.,5,"{""device"":""desktop"",""campaign"":""spring_sale""}"
186,587,1,support_ticket,email,Support Ticket #405,Sample interaction 405 of type support_ticket via email.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
16,684,2,store_visit,email,Store Visit #406,Sample interaction 406 of type store_visit via email.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
104,703,9,support_ticket,web,Support Ticket #407,Sample interaction 407 of type support_ticket via web.,3,"{""device"":""desktop"",""campaign"":""spring_sale""}"
95,630,4,review,mobile_app,Review #408,Sample interaction 408 of type review via mobile_app.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
40,466,6,email_click,support,Email Click #409,Sample interaction 409 of type email_click via support.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
194,551,4,review,support,Review #410,Sample interaction 410 of type review via support.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
135,458,9,email_open,web,Email Open #411,Sample interaction 411 of type email_open via web.,5,"{""device"":""desktop"",""campaign"":""spring_sale""}"
29,64,9,review,support,Review #412,Sample interaction 412 of type review via support.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
39,169,6,store_visit,web,Store Visit #413,Sample interaction 413 of type store_visit via web.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
184,598,8,add_to_cart,support,Add To Cart #414,Sample interaction 414 of type add_to_cart via support.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
208,57,8,purchase,support,Purchase #415,Sample interaction 415 of type purchase via support.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
117,578,1,store_visit,email,Store Visit #416,Sample interaction 416 of type store_visit via email.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
102,261,1,review,support,Review #417,Sample interaction 417 of type review via support.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
12,434,6,add_to_cart,support,Add To Cart #418,Sample interaction 418 of type add_to_cart via support.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
240,71,8,page_view,email,Page View #419,Sample interaction 419 of type page_view via email.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
47,788,3,email_click,email,Email Click #420,Sample interaction 420 of type email_click via email.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
115,387,7,add_to_cart,support,Add To Cart #421,Sample interaction 421 of type add_to_cart via support.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
168,357,2,purchase,support,Purchase #422,Sample interaction 422 of type purchase via support.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
136,131,4,page_view,web,Page View #423,Sample interaction 423 of type page_view via web.,3,"{""device"":""desktop"",""campaign"":""spring_sale""}"
119,690,9,email_click,support,Email Click #424,Sample interaction 424 of type email_click via support.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
211,236,4,store_visit,email,Store Visit #425,Sample interaction 425 of type store_visit via email.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
71,194,2,page_view,store,Page View #426,Sample interaction 426 of type page_view via store.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
197,17,4,review,web,Review #427,Sample interaction 427 of type review via web.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
153,35,8,page_view,mobile_app,Page View #428,Sample interaction 428 of type page_view via mobile_app.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
103,450,4,review,web,Review #429,Sample interaction 429 of type review via web.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
129,297,4,email_open,support,Email Open #430,Sample interaction 430 of type email_open via support.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
198,689,6,review,email,Review #431,Sample interaction 431 of type review via email.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
170,534,4,email_click,email,Email Click #432,Sample interaction 432 of type email_click via email.,3,"{""device"":""desktop"",""campaign"":""spring_sale""}"
16,571,3,email_click,support,Email Click #433,Sample interaction 433 of type email_click via support.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
13,353,7,email_open,store,Email Open #434,Sample interaction 434 of type email_open via store.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
39,308,7,purchase,support,Purchase #435,Sample interaction 435 of type purchase via support.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
62,231,5,purchase,store,Purchase #436,Sample interaction 436 of type purchase via store.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
144,423,7,purchase,store,Purchase #437,Sample interaction 437 of type purchase via store.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
66,209,6,add_to_cart,store,Add To Cart #438,Sample interaction 438 of type add_to_cart via store.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
24,549,4,page_view,email,Page View #439,Sample interaction 439 of type page_view via email.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
173,620,1,add_to_cart,mobile_app,Add To Cart #440,Sample interaction 440 of type add_to_cart via mobile_app.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
186,688,9,review,store,Review #441,Sample interaction 441 of type review via store.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
223,341,5,page_view,mobile_app,Page View #442,Sample interaction 442 of type page_view via mobile_app.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
247,760,2,store_visit,mobile_app,Store Visit #443,Sample interaction 443 of type store_visit via mobile_app.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
181,210,7,review,support,Review #444,Sample interaction 444 of type review via support.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
199,290,7,store_visit,support,Store Visit #445,Sample interaction 445 of type store_visit via support.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
79,268,6,store_visit,store,Store Visit #446,Sample interaction 446 of type store_visit via store.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
206,740,8,email_open,mobile_app,Email Open #447,Sample interaction 447 of type email_open via mobile_app.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
81,424,1,review,mobile_app,Review #448,Sample interaction 448 of type review via mobile_app.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
67,567,7,support_ticket,mobile_app,Support Ticket #449,Sample interaction 449 of type support_ticket via mobile_app.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
85,236,7,review,store,Review #450,Sample interaction 450 of type review via store.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
168,702,6,support_ticket,store,Support Ticket #451,Sample interaction 451 of type support_ticket via store.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
118,173,6,purchase,mobile_app,Purchase #452,Sample interaction 452 of type purchase via mobile_app.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
126,189,9,page_view,support,Page View #453,Sample interaction 453 of type page_view via support.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
215,77,1,page_view,store,Page View #454,Sample interaction 454 of type page_view via store.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
216,646,4,add_to_cart,mobile_app,Add To Cart #455,Sample interaction 455 of type add_to_cart via mobile_app.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
56,518,8,email_open,web,Email Open #456,Sample interaction 456 of type email_open via web.,5,"{""device"":""desktop"",""campaign"":""spring_sale""}"
164,683,8,store_visit,web,Store Visit #457,Sample interaction 457 of type store_visit via web.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
137,565,7,page_view,web,Page View #458,Sample interaction 458 of type page_view via web.,5,"{""device"":""desktop"",""campaign"":""spring_sale""}"
185,282,9,support_ticket,web,Support Ticket #459,Sample interaction 459 of type support_ticket via web.,5,"{""device"":""desktop"",""campaign"":""spring_sale""}"
209,715,7,purchase,web,Purchase #460,Sample interaction 460 of type purchase via web.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
135,153,4,review,support,Review #461,Sample interaction 461 of type review via support.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
65,363,5,email_click,web,Email Click #462,Sample interaction 462 of type email_click via web.,3,"{""device"":""desktop"",""campaign"":""spring_sale""}"
246,416,8,review,mobile_app,Review #463,Sample interaction 463 of type review via mobile_app.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
176,83,1,add_to_cart,store,Add To Cart #464,Sample interaction 464 of type add_to_cart via store.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
97,566,8,page_view,web,Page View #465,Sample interaction 465 of type page_view via web.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
22,512,7,email_open,support,Email Open #466,Sample interaction 466 of type email_open via support.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
230,541,1,review,mobile_app,Review #467,Sample interaction 467 of type review via mobile_app.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
122,278,1,add_to_cart,email,Add To Cart #468,Sample interaction 468 of type add_to_cart via email.,5,"{""device"":""desktop"",""campaign"":""spring_sale""}"
145,674,1,purchase,email,Purchase #469,Sample interaction 469 of type purchase via email.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
247,213,3,email_click,web,Email Click #470,Sample interaction 470 of type email_click via web.,3,"{""device"":""desktop"",""campaign"":""spring_sale""}"
42,578,4,email_click,support,Email Click #471,Sample interaction 471 of type email_click via support.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
99,774,3,add_to_cart,support,Add To Cart #472,Sample interaction 472 of type add_to_cart via support.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
14,101,7,review,web,Review #473,Sample interaction 473 of type review via web.,3,"{""device"":""desktop"",""campaign"":""spring_sale""}"
155,788,7,email_open,web,Email Open #474,Sample interaction 474 of type email_open via web.,3,"{""device"":""desktop"",""campaign"":""spring_sale""}"
201,462,8,review,email,Review #475,Sample interaction 475 of type review via email.,5,"{""device"":""desktop"",""campaign"":""spring_sale""}"
241,385,7,purchase,support,Purchase #476,Sample interaction 476 of type purchase via support.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
22,791,5,review,web,Review #477,Sample interaction 477 of type review via web.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
69,158,7,purchase,store,Purchase #478,Sample interaction 478 of type purchase via store.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
93,110,2,page_view,email,Page View #479,Sample interaction 479 of type page_view via email.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
93,780,5,add_to_cart,mobile_app,Add To Cart #480,Sample interaction 480 of type add_to_cart via mobile_app.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
48,442,8,email_click,web,Email Click #481,Sample interaction 481 of type email_click via web.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
23,363,9,add_to_cart,support,Add To Cart #482,Sample interaction 482 of type add_to_cart via support.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
201,333,7,page_view,email,Page View #483,Sample interaction 483 of type page_view via email.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
100,798,2,review,support,Review #484,Sample interaction 484 of type review via support.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
44,702,7,purchase,mobile_app,Purchase #485,Sample interaction 485 of type purchase via mobile_app.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
78,275,8,purchase,web,Purchase #486,Sample interaction 486 of type purchase via web.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
112,283,7,support_ticket,store,Support Ticket #487,Sample interaction 487 of type support_ticket via store.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
93,258,4,store_visit,support,Store Visit #488,Sample interaction 488 of type store_visit via support.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
51,469,2,purchase,email,Purchase #489,Sample interaction 489 of type purchase via email.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
243,406,6,email_click,email,Email Click #490,Sample interaction 490 of type email_click via email.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
86,441,3,support_ticket,email,Support Ticket #491,Sample interaction 491 of type support_ticket via email.,5,"{""device"":""desktop"",""campaign"":""spring_sale""}"
243,712,4,store_visit,email,Store Visit #492,Sample interaction 492 of type store_visit via email.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
247,408,6,support_ticket,store,Support Ticket #493,Sample interaction 493 of type support_ticket via store.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
201,249,6,email_click,email,Email Click #494,Sample interaction 494 of type email_click via email.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
94,117,4,purchase,support,Purchase #495,Sample interaction 495 of type purchase via support.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
244,745,8,review,store,Review #496,Sample interaction 496 of type review via store.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
213,710,2,email_click,store,Email Click #497,Sample interaction 497 of type email_click via store.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
163,311,4,support_ticket,mobile_app,Support Ticket #498,Sample interaction 498 of type support_ticket via mobile_app.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
203,387,2,store_visit,support,Store Visit #499,Sample interaction 499 of type store_visit via support.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
150,411,9,email_click,support,Email Click #500,Sample interaction 500 of type email_click via support.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
203,369,9,add_to_cart,web,Add To Cart #501,Sample interaction 501 of type add_to_cart via web.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
169,681,6,purchase,support,Purchase #502,Sample interaction 502 of type purchase via support.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
145,661,7,email_open,store,Email Open #503,Sample interaction 503 of type email_open via store.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
3,101,5,review,support,Review #504,Sample interaction 504 of type review via support.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
143,595,4,store_visit,email,Store Visit #505,Sample interaction 505 of type store_visit via email.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
119,791,9,purchase,email,Purchase #506,Sample interaction 506 of type purchase via email.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
124,108,5,email_click,web,Email Click #507,Sample interaction 507 of type email_click via web.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
213,748,3,email_open,email,Email Open #508,Sample interaction 508 of type email_open via email.,3,"{""device"":""desktop"",""campaign"":""spring_sale""}"
117,212,9,store_visit,email,Store Visit #509,Sample interaction 509 of type store_visit via email.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
25,449,8,email_open,web,Email Open #510,Sample interaction 510 of type email_open via web.,3,"{""device"":""desktop"",""campaign"":""spring_sale""}"
12,728,2,page_view,email,Page View #511,Sample interaction 511 of type page_view via email.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
174,169,4,purchase,support,Purchase #512,Sample interaction 512 of type purchase via support.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
85,574,7,store_visit,mobile_app,Store Visit #513,Sample interaction 513 of type store_visit via mobile_app.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
162,189,3,email_click,store,Email Click #514,Sample interaction 514 of type email_click via store.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
189,629,4,store_visit,support,Store Visit #515,Sample interaction 515 of type store_visit via support.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
100,5,4,review,email,Review #516,Sample interaction 516 of type review via email.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
148,105,9,purchase,email,Purchase #517,Sample interaction 517 of type purchase via email.,3,"{""device"":""desktop"",""campaign"":""spring_sale""}"
51,469,2,support_ticket,store,Support Ticket #518,Sample interaction 518 of type support_ticket via store.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
248,655,6,email_click,support,Email Click #519,Sample interaction 519 of type email_click via support.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
151,117,6,email_open,store,Email Open #520,Sample interaction 520 of type email_open via store.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
45,690,5,add_to_cart,mobile_app,Add To Cart #521,Sample interaction 521 of type add_to_cart via mobile_app.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
31,245,5,add_to_cart,mobile_app,Add To Cart #522,Sample interaction 522 of type add_to_cart via mobile_app.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
178,145,9,email_click,store,Email Click #523,Sample interaction 523 of type email_click via store.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
36,589,7,email_click,mobile_app,Email Click #524,Sample interaction 524 of type email_click via mobile_app.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
163,551,3,purchase,store,Purchase #525,Sample interaction 525 of type purchase via store.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
36,192,6,store_visit,support,Store Visit #526,Sample interaction 526 of type store_visit via support.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
222,368,1,store_visit,mobile_app,Store Visit #527,Sample interaction 527 of type store_visit via mobile_app.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
209,394,9,store_visit,store,Store Visit #528,Sample interaction 528 of type store_visit via store.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
107,728,8,store_visit,mobile_app,Store Visit #529,Sample interaction 529 of type store_visit via mobile_app.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
145,32,4,support_ticket,web,Support Ticket #530,Sample interaction 530 of type support_ticket via web.,3,"{""device"":""desktop"",""campaign"":""spring_sale""}"
58,551,5,purchase,store,Purchase #531,Sample interaction 531 of type purchase via store.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
191,792,8,add_to_cart,support,Add To Cart #532,Sample interaction 532 of type add_to_cart via support.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
69,794,9,email_open,support,Email Open #533,Sample interaction 533 of type email_open via support.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
195,737,8,review,store,Review #534,Sample interaction 534 of type review via store.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
189,670,4,support_ticket,web,Support Ticket #535,Sample interaction 535 of type support_ticket via web.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
68,357,2,store_visit,web,Store Visit #536,Sample interaction 536 of type store_visit via web.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
54,756,6,email_click,mobile_app,Email Click #537,Sample interaction 537 of type email_click via mobile_app.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
36,212,4,page_view,support,Page View #538,Sample interaction 538 of type page_view via support.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
137,288,9,purchase,email,Purchase #539,Sample interaction 539 of type purchase via email.,3,"{""device"":""desktop"",""campaign"":""spring_sale""}"
75,587,5,add_to_cart,mobile_app,Add To Cart #540,Sample interaction 540 of type add_to_cart via mobile_app.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
236,61,5,purchase,mobile_app,Purchase #541,Sample interaction 541 of type purchase via mobile_app.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
38,729,6,review,store,Review #542,Sample interaction 542 of type review via store.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
37,592,5,email_click,store,Email Click #543,Sample interaction 543 of type email_click via store.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
20,649,2,email_click,support,Email Click #544,Sample interaction 544 of type email_click via support.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
178,378,8,store_visit,email,Store Visit #545,Sample interaction 545 of type store_visit via email.,5,"{""device"":""desktop"",""campaign"":""spring_sale""}"
1,793,2,store_visit,email,Store Visit #546,Sample interaction 546 of type store_visit via email.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
204,548,7,review,store,Review #547,Sample interaction 547 of type review via store.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
127,275,6,support_ticket,email,Support Ticket #548,Sample interaction 548 of type support_ticket via email.,5,"{""device"":""desktop"",""campaign"":""spring_sale""}"
148,134,8,email_open,web,Email Open #549,Sample interaction 549 of type email_open via web.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
26,642,8,page_view,web,Page View #550,Sample interaction 550 of type page_view via web.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
113,468,1,email_click,mobile_app,Email Click #551,Sample interaction 551 of type email_click via mobile_app.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
226,666,5,purchase,email,Purchase #552,Sample interaction 552 of type purchase via email.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
168,370,5,add_to_cart,email,Add To Cart #553,Sample interaction 553 of type add_to_cart via email.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
14,406,5,review,store,Review #554,Sample interaction 554 of type review via store.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
181,98,1,review,store,Review #555,Sample interaction 555 of type review via store.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
34,608,4,store_visit,web,Store Visit #556,Sample interaction 556 of type store_visit via web.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
179,352,2,email_click,mobile_app,Email Click #557,Sample interaction 557 of type email_click via mobile_app.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
19,235,7,add_to_cart,web,Add To Cart #558,Sample interaction 558 of type add_to_cart via web.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
81,377,5,purchase,store,Purchase #559,Sample interaction 559 of type purchase via store.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
165,694,3,add_to_cart,support,Add To Cart #560,Sample interaction 560 of type add_to_cart via support.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
3,625,3,store_visit,email,Store Visit #561,Sample interaction 561 of type store_visit via email.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
161,767,3,email_click,support,Email Click #562,Sample interaction 562 of type email_click via support.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
221,223,2,add_to_cart,mobile_app,Add To Cart #563,Sample interaction 563 of type add_to_cart via mobile_app.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
151,748,7,email_open,store,Email Open #564,Sample interaction 564 of type email_open via store.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
203,144,4,support_ticket,web,Support Ticket #565,Sample interaction 565 of type support_ticket via web.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
142,616,5,page_view,email,Page View #566,Sample interaction 566 of type page_view via email.,2,"{""device"":""desktop"",""campaign"":""spring_sale""}"
133,622,9,review,store,Review #567,Sample interaction 567 of type review via store.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
166,56,4,store_visit,store,Store Visit #568,Sample interaction 568 of type store_visit via store.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
62,512,2,page_view,email,Page View #569,Sample interaction 569 of type page_view via email.,3,"{""device"":""desktop"",""campaign"":""spring_sale""}"
34,397,7,email_open,support,Email Open #570,Sample interaction 570 of type email_open via support.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
196,483,2,page_view,support,Page View #571,Sample interaction 571 of type page_view via support.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
4,269,4,page_view,web,Page View #572,Sample interaction 572 of type page_view via web.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
130,294,9,email_click,store,Email Click #573,Sample interaction 573 of type email_click via store.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
22,656,9,purchase,email,Purchase #574,Sample interaction 574 of type purchase via email.,1,"{""device"":""desktop"",""campaign"":""spring_sale""}"
80,81,9,review,mobile_app,Review #575,Sample interaction 575 of type review via mobile_app.,5,"{""device"":""mobile"",""campaign"":""mobile_push""}"
84,401,2,support_ticket,store,Support Ticket #576,Sample interaction 576 of type support_ticket via store.,2,"{""device"":""mobile"",""campaign"":""mobile_push""}"
15,251,2,email_click,web,Email Click #577,Sample interaction 577 of type email_click via web.,4,"{""device"":""desktop"",""campaign"":""spring_sale""}"
157,624,1,support_ticket,mobile_app,Support Ticket #578,Sample interaction 578 of type support_ticket via mobile_app.,1,"{""device"":""mobile"",""campaign"":""mobile_push""}"
4,725,3,page_view,mobile_app,Page View #579,Sample interaction 579 of type page_view via mobile_app.,4,"{""device"":""mobile"",""campaign"":""mobile_push""}"
244,356,9,support_ticket,mobile_app,Support Ticket #580,Sample interaction 580 of type support_ticket via mobile_app.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
33,768,5,add_to_cart,web,Add To Cart #581,Sample interaction 581 of type add_to_cart via web.,3,"{""device"":""desktop"",""campaign"":""spring_sale""}"
207,440,5,add_to_cart,email,Add To Cart #582,Sample interaction 582 of type add_to_cart via email.,5,"{""device"":""desktop"",""campaign"":""spring_sale""}"
161,79,8,store_visit,support,Store Visit #583,Sample interaction 583 of type store_visit via support.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
15,512,3,email_open,mobile_app,Email Open #584,Sample interaction 584 of type email_open via mobile_app.,3,"{""device"":""mobile"",""campaign"":""mobile_push""}"
