order_id,customer_id,store_id,store_type,status,channel,payment_method,order_date,day_of_week,hour_of_day,shipping_city,shipping_province,num_items,total_quantity,total_line_amount,total_discount_amount,num_promotions_applied,target_total_amount
211,62,1,online,delivered,online,gift_card,"2023-03-25 14:53:24",7,14,Mississauga,Ontario,3,12,3278.14,466.83,0,43.80
212,44,1,online,delivered,online,paypal,"2024-05-31 19:35:29",6,19,Kitchener,Ontario,3,7,2099.86,652.64,1,1052.89
213,220,3,physical,delivered,store,credit_card,"2023-06-22 14:25:52",5,14,Hamilton,Ontario,3,7,459.84,65.08,2,20.55
214,1,3,physical,confirmed,store,other,"2024-02-06 00:05:24",3,0,Toronto,Ontario,4,11,3024.88,216.15,0,698.57
215,136,1,online,delivered,online,cash,"2025-10-15 23:45:38",4,23,Hamilton,Ontario,1,2,17.10,2.30,1,141.23
216,235,1,online,delivered,online,credit_card,"2025-01-05 02:58:37",1,2,Kingston,Ontario,3,13,2862.42,543.80,2,113.92
217,42,1,online,returned,online,credit_card,"2023-11-20 13:11:55",2,13,London,Ontario,2,2,498.63,162.26,2,722.09
218,156,4,physical,confirmed,store,other,"2024-03-28 15:34:19",5,15,London,Ontario,5,15,3786.05,665.26,2,137.73
219,196,1,online,paid,online,credit_card,"2023-12-15 02:17:10",6,2,Hamilton,Ontario,5,16,2068.05,335.89,1,496.83
220,227,5,physical,paid,store,credit_card,"2024-01-18 22:23:31",5,22,Kingston,Ontario,2,9,935.29,122.08,1,775.20
221,232,1,online,paid,online,credit_card,"2023-08-19 09:28:14",7,9,Kingston,Ontario,3,8,2769.23,253.58,0,523.93
222,202,1,online,shipped,online,debit,"2024-05-30 08:24:51",5,8,Kitchener,Ontario,5,7,2092.13,136.54,2,1127.27
223,2,7,physical,confirmed,store,other,"2024-02-14 00:20:59",4,0,Toronto,Ontario,1,3,852.62,321.82,0,422.86
224,189,9,physical,delivered,store,credit_card,"2024-12-11 14:57:13",4,14,Toronto,Ontario,3,7,2114.85,134.64,1,101.91
225,149,8,physical,delivered,store,debit,"2025-10-19 13:03:55",1,13,Mississauga,Ontario,2,7,1515.93,40.65,2,935.03
226,133,1,online,delivered,online,debit,"2023-03-22 06:57:34",4,6,London,Ontario,2,5,1499.63,28.90,0,1278.20
227,116,1,online,delivered,online,credit_card,"2024-09-16 23:52:49",2,23,Toronto,Ontario,2,8,1805.90,226.93,0,991.85
228,142,2,physical,confirmed,store,credit_card,"2024-08-12 19:48:34",2,19,Kingston,Ontario,3,9,1133.73,257.33,0,527.83
229,216,5,physical,shipped,store,credit_card,"2025-06-05 09:31:26",5,9,Brampton,Ontario,4,8,2326.72,401.25,1,188.44
230,74,2,physical,delivered,store,credit_card,"2024-03-10 06:32:39",1,6,"Niagara Falls",Ontario,2,9,3101.15,140.56,2,145.31
231,81,1,online,delivered,online,credit_card,"2024-07-08 12:49:55",2,12,Kitchener,Ontario,4,9,1760.31,290.72,2,34.31
232,223,2,physical,delivered,store,cash,"2025-11-18 20:04:18",3,20,Ottawa,Ontario,2,8,1931.54,529.58,0,1079.34
233,168,8,physical,confirmed,store,credit_card,"2024-02-05 18:30:07",2,18,"Niagara Falls",Ontario,3,9,2165.23,497.06,0,364.93
234,238,4,physical,delivered,store,credit_card,"2025-07-28 20:40:45",2,20,Toronto,Ontario,2,6,1526.51,555.41,0,252.79
235,70,3,physical,delivered,store,credit_card,"2025-02-05 09:22:46",4,9,Kitchener,Ontario,1,1,51.33,13.13,1,21.59
236,233,8,physical,delivered,store,cash,"2023-05-12 13:40:37",6,13,Kingston,Ontario,4,13,2260.63,578.08,1,39.82
237,221,7,physical,delivered,store,credit_card,"2024-08-15 19:19:17",5,19,Toronto,Ontario,3,10,2396.38,368.72,0,1088.62
238,182,1,online,delivered,online,debit,"2025-06-14 14:06:15",7,14,Ottawa,Ontario,1,4,1614.57,158.71,1,396.69
239,229,1,online,delivered,online,credit_card,"2024-04-20 22:45:14",7,22,Mississauga,Ontario,1,5,493.91,27.69,0,322.85
240,125,1,online,paid,online,cash,"2023-10-29 10:41:33",1,10,Kitchener,Ontario,2,4,435.64,91.59,0,693.96
241,28,7,physical,paid,store,credit_card,"2023-07-22 13:15:22",7,13,Hamilton,Ontario,1,1,7.22,0.07,0,705.65
242,4,5,physical,delivered,store,credit_card,"2024-04-27 08:36:05",7,8,London,Ontario,4,9,1679.95,103.97,0,56.02
243,192,1,online,delivered,online,credit_card,"2023-07-01 10:41:25",7,10,Mississauga,Ontario,1,2,257.38,77.80,0,98.68
244,166,1,online,cancelled,online,credit_card,"2024-08-21 21:42:10",4,21,Kitchener,Ontario,4,13,2855.09,738.13,0,101.82
245,211,1,online,delivered,online,credit_card,"2025-09-07 19:22:24",1,19,London,Ontario,2,6,540.76,92.16,2,22.67
246,134,1,online,paid,online,credit_card,"2023-08-19 13:02:42",7,13,Toronto,Ontario,4,6,2193.80,462.22,1,206.04
247,185,1,online,confirmed,online,credit_card,"2024-11-13 02:44:45",4,2,Kingston,Ontario,3,11,1399.58,279.23,0,564.86
248,247,9,physical,paid,store,credit_card,"2025-03-18 05:38:40",3,5,Toronto,Ontario,4,17,3133.28,575.92,0,20.64
249,140,1,online,delivered,online,credit_card,"2024-11-22 07:18:45",6,7,Kitchener,Ontario,5,9,781.53,128.29,0,29.38
250,54,1,online,delivered,online,debit,"2025-03-31 21:05:19",2,21,Toronto,Ontario,5,9,1008.44,196.42,2,149.34
251,213,7,physical,shipped,store,paypal,"2023-08-31 21:55:19",5,21,Brampton,Ontario,3,13,3794.71,604.37,1,1253.48
252,98,1,online,delivered,online,debit,"2023-10-20 08:23:50",6,8,Toronto,Ontario,2,3,491.02,43.14,1,1080.17
253,206,9,physical,confirmed,store,credit_card,"2025-04-26 08:27:09",7,8,"Niagara Falls",Ontario,1,2,768.98,223.32,0,679.30
254,73,1,online,confirmed,online,credit_card,"2024-07-23 00:23:53",3,0,Brampton,Ontario,1,4,1728.34,16.94,1,778.49
255,156,1,online,confirmed,online,debit,"2025-04-24 20:51:11",5,20,London,Ontario,3,9,2555.67,840.03,0,30.59
256,61,3,physical,cancelled,store,cash,"2024-09-02 00:54:12",2,0,Kitchener,Ontario,2,5,610.38,104.75,0,363.22
257,36,9,physical,paid,store,credit_card,"2024-05-11 02:52:30",7,2,Toronto,Ontario,4,9,836.28,225.14,2,595.93
258,121,1,online,delivered,online,credit_card,"2025-11-23 23:07:07",1,23,Kingston,Ontario,3,5,1255.97,64.42,0,443.51
259,96,1,online,shipped,online,other,"2024-09-21 14:47:46",7,14,Toronto,Ontario,4,18,3797.65,1117.96,0,23.96
260,152,1,online,confirmed,online,credit_card,"2023-10-31 08:10:58",3,8,Kitchener,Ontario,3,6,1224.69,220.34,0,614.37
261,43,9,physical,delivered,store,credit_card,"2025-10-25 18:34:29",7,18,Toronto,Ontario,1,2,884.90,61.00,0,1179.18
262,214,7,physical,pending,store,debit,"2024-10-11 00:38:41",6,0,Kingston,Ontario,5,15,3688.48,546.41,0,973.24
263,68,8,physical,delivered,store,credit_card,"2023-07-12 13:02:46",4,13,London,Ontario,1,1,208.16,1.30,0,1040.67
264,128,1,online,paid,online,paypal,"2025-05-09 11:11:23",6,11,Hamilton,Ontario,2,6,2316.06,255.86,1,161.24
265,59,1,online,delivered,online,debit,"2023-07-07 13:08:03",6,13,Brampton,Ontario,1,3,496.56,24.39,0,694.72
266,67,1,online,shipped,online,credit_card,"2024-07-30 05:15:08",3,5,London,Ontario,4,12,3212.01,692.66,2,1092.36
267,78,1,online,delivered,online,credit_card,"2024-02-12 04:17:57",2,4,Toronto,Ontario,3,8,1287.30,75.76,0,112.80
268,77,1,online,shipped,online,other,"2025-07-04 06:08:14",6,6,Toronto,Ontario,5,17,3928.78,1108.14,0,135.18
269,193,7,physical,delivered,store,cash,"2024-09-12 14:27:59",5,14,Toronto,Ontario,2,4,317.99,101.65,0,475.84
270,134,7,physical,shipped,store,gift_card,"2025-03-30 15:11:55",1,15,Toronto,Ontario,1,1,170.69,65.56,0,608.84
271,241,1,online,confirmed,online,credit_card,"2024-10-06 06:10:52",1,6,London,Ontario,3,13,3123.16,443.98,1,1431.11
272,182,1,online,delivered,online,credit_card,"2024-01-25 11:35:46",5,11,Ottawa,Ontario,4,11,1862.78,378.58,1,20.53
273,245,1,online,paid,online,paypal,"2025-03-11 23:17:50",3,23,Ottawa,Ontario,4,10,2495.97,500.42,2,326.67
274,122,1,online,paid,online,paypal,"2025-01-25 06:59:20",7,6,Brampton,Ontario,3,10,2085.24,469.21,1,91.56
275,213,1,online,delivered,online,credit_card,"2024-04-25 12:56:44",5,12,Brampton,Ontario,3,7,996.08,164.78,0,215.11
276,127,2,physical,delivered,store,other,"2025-06-26 14:34:53",5,14,London,Ontario,1,3,1004.16,362.97,2,391.75
277,50,1,online,confirmed,online,credit_card,"2024-09-15 00:48:21",1,0,Brampton,Ontario,2,4,287.62,68.34,0,613.62
278,32,1,online,shipped,online,cash,"2023-03-06 04:22:26",2,4,Hamilton,Ontario,4,13,2665.83,719.73,1,953.29
279,77,1,online,paid,online,credit_card,"2023-03-27 13:22:00",2,13,Toronto,Ontario,2,7,1640.92,487.91,2,317.15
280,222,2,physical,delivered,store,paypal,"2024-08-01 07:56:20",5,7,Mississauga,Ontario,3,6,1334.02,479.10,1,1066.79
281,175,1,online,delivered,online,credit_card,"2023-10-19 21:52:16",5,21,Toronto,Ontario,3,9,2150.76,410.98,1,601.81
282,91,9,physical,paid,store,credit_card,"2023-12-12 23:55:53",3,23,Toronto,Ontario,3,12,2348.81,770.40,1,20.51
283,186,1,online,cancelled,online,credit_card,"2025-10-27 23:05:32",2,23,London,Ontario,2,10,2286.96,708.04,1,97.71
284,84,1,online,pending,online,paypal,"2025-10-11 15:31:48",7,15,Kingston,Ontario,4,11,1648.94,544.46,0,813.77
285,41,1,online,confirmed,online,paypal,"2023-05-01 01:21:51",2,1,"Niagara Falls",Ontario,1,2,732.58,121.62,0,76.12
286,44,1,online,paid,online,debit,"2023-02-04 08:05:46",7,8,Kitchener,Ontario,3,5,715.29,94.04,0,1170.07
287,231,9,physical,delivered,store,credit_card,"2025-01-25 20:51:19",7,20,"Niagara Falls",Ontario,2,8,3120.82,410.91,0,67.55
288,124,1,online,delivered,online,debit,"2025-11-08 07:08:49",7,7,Ottawa,Ontario,4,9,872.49,171.72,0,944.10
289,18,9,physical,cancelled,store,credit_card,"2023-04-10 03:55:47",2,3,"Niagara Falls",Ontario,4,17,5102.13,807.46,0,955.55
290,32,1,online,cancelled,online,other,"2023-08-10 11:30:13",5,11,Toronto,Ontario,3,9,2833.91,449.46,1,1492.62
291,22,1,online,delivered,online,paypal,"2024-01-28 21:27:00",1,21,London,Ontario,1,5,2138.46,207.99,2,923.15
292,53,2,physical,delivered,store,debit,"2025-01-06 04:26:21",2,4,Kingston,Ontario,1,1,212.94,12.03,0,151.83
293,21,1,online,delivered,online,credit_card,"2024-08-18 02:48:22",1,2,Mississauga,Ontario,3,8,1685.34,155.66,0,528.79
294,38,8,physical,shipped,store,other,"2023-02-02 09:11:53",5,9,Kitchener,Ontario,1,3,738.47,40.03,2,760.62
295,74,1,online,cancelled,online,debit,"2024-05-26 18:10:36",1,18,"Niagara Falls",Ontario,5,19,4491.01,442.78,1,29.07
296,210,2,physical,delivered,store,cash,"2023-01-11 21:06:56",4,21,Brampton,Ontario,3,7,1309.94,89.74,0,1391.41
297,51,1,online,returned,online,credit_card,"2025-01-16 06:54:52",5,6,London,Ontario,2,5,1296.10,376.32,2,30.71
298,49,4,physical,pending,store,gift_card,"2023-07-24 15:20:09",2,15,Kingston,Ontario,5,11,2067.07,480.22,0,1136.18
299,200,1,online,delivered,online,credit_card,"2025-05-18 02:18:46",1,2,Hamilton,Ontario,1,5,1573.28,316.17,0,47.29
300,5,1,online,shipped,online,debit,"2023-07-08 14:46:14",7,14,Ottawa,Ontario,5,19,3000.76,570.25,0,787.33
301,232,1,online,shipped,online,credit_card,"2025-02-22 07:07:59",7,7,Kingston,Ontario,5,12,1660.00,202.58,1,223.15
302,165,5,physical,confirmed,store,debit,"2023-08-30 07:02:32",4,7,Kitchener,Ontario,4,16,3368.21,504.45,0,501.06
303,28,4,physical,shipped,store,credit_card,"2023-01-31 18:45:41",3,18,Hamilton,Ontario,3,5,1462.28,109.82,1,1390.76
304,29,9,physical,paid,store,credit_card,"2024-03-08 19:19:31",6,19,Kitchener,Ontario,1,4,745.10,9.14,2,45.29
305,6,1,online,paid,online,credit_card,"2024-07-08 12:29:08",2,12,Mississauga,Ontario,2,7,2219.76,182.03,0,550.23
306,22,5,physical,delivered,store,debit,"2023-03-24 06:08:22",6,6,London,Ontario,3,8,1889.25,163.19,1,146.25
307,180,2,physical,confirmed,store,credit_card,"2023-05-06 19:55:11",7,19,Mississauga,Ontario,5,16,1938.43,181.74,1,277.95
308,164,1,online,returned,online,paypal,"2023-08-28 07:24:38",2,7,Toronto,Ontario,3,11,1993.33,441.21,0,251.65
309,201,5,physical,returned,store,paypal,"2024-05-14 07:49:24",3,7,Ottawa,Ontario,4,17,4184.74,868.20,0,98.87
310,190,4,physical,delivered,store,credit_card,"2024-07-02 20:03:10",3,20,London,Ontario,5,11,2995.46,534.65,2,354.09
311,87,5,physical,delivered,store,credit_card,"2024-08-26 13:05:27",2,13,Mississauga,Ontario,4,6,1565.49,398.08,2,885.00
312,182,8,physical,delivered,store,paypal,"2023-08-28 11:09:19",2,11,Ottawa,Ontario,1,3,853.19,2.62,1,325.11
313,240,1,online,paid,online,credit_card,"2025-05-14 12:23:35",4,12,Ottawa,Ontario,5,17,3929.93,664.96,1,739.47
314,158,1,online,cancelled,online,cash,"2023-10-17 01:22:30",3,1,Toronto,Ontario,3,6,2332.24,151.78,2,184.21
315,150,7,physical,delivered,store,credit_card,"2024-01-15 10:53:03",2,10,Toronto,Ontario,5,15,4462.03,800.10,0,49.90
316,219,1,online,delivered,online,credit_card,"2024-12-21 16:34:03",7,16,London,Ontario,1,5,1760.97,260.28,0,1364.04
317,54,1,online,pending,online,debit,"2025-07-16 23:25:45",4,23,"Niagara Falls",Ontario,5,11,1522.00,305.04,0,182.55
318,88,2,physical,confirmed,store,credit_card,"2024-05-10 10:37:36",6,10,Brampton,Ontario,4,8,1810.16,223.30,1,540.80
319,54,1,online,delivered,online,other,"2024-11-30 06:29:39",7,6,London,Ontario,4,15,3602.11,466.10,1,724.83
320,214,1,online,delivered,online,credit_card,"2025-10-20 05:53:20",2,5,Kingston,Ontario,2,7,1764.80,453.83,0,1128.24
321,188,3,physical,delivered,store,credit_card,"2025-06-15 08:55:51",1,8,Brampton,Ontario,2,6,1010.88,137.52,2,592.28
322,4,1,online,pending,online,credit_card,"2024-02-21 18:20:57",4,18,Kingston,Ontario,2,6,867.24,188.34,0,667.56
323,63,1,online,shipped,online,cash,"2025-06-08 04:08:45",1,4,Brampton,Ontario,5,11,1997.64,300.71,1,378.71
324,94,1,online,returned,online,debit,"2025-08-17 12:46:54",1,12,"Niagara Falls",Ontario,2,5,1146.12,69.80,2,627.80
325,45,1,online,delivered,online,paypal,"2025-05-13 02:19:02",3,2,Kitchener,Ontario,3,10,2659.12,657.76,0,865.97
326,118,9,physical,cancelled,store,paypal,"2023-11-30 16:49:20",5,16,Kingston,Ontario,1,5,2061.75,45.40,0,313.72
327,234,1,online,shipped,online,credit_card,"2023-10-30 04:40:35",2,4,Hamilton,Ontario,1,2,226.16,13.30,0,339.12
328,40,1,online,paid,online,debit,"2024-12-06 07:28:56",6,7,Ottawa,Ontario,5,16,2547.36,514.19,0,449.93
329,10,2,physical,pending,store,credit_card,"2023-10-06 14:30:38",6,14,Kitchener,Ontario,3,11,1754.92,372.32,0,98.40
330,139,1,online,paid,online,credit_card,"2023-01-22 00:15:14",1,0,Kingston,Ontario,4,11,2287.48,731.41,1,121.08
331,48,1,online,shipped,online,debit,"2024-07-21 21:07:35",1,21,Brampton,Ontario,4,11,2897.04,301.53,0,236.65
332,74,1,online,pending,online,cash,"2025-08-19 14:03:06",3,14,"Niagara Falls",Ontario,3,12,2343.25,353.11,0,750.77
333,205,8,physical,delivered,store,credit_card,"2023-11-11 09:33:31",7,9,Ottawa,Ontario,5,15,2954.43,389.90,1,1186.45
334,201,1,online,delivered,online,credit_card,"2024-10-26 19:45:04",7,19,"Niagara Falls",Ontario,1,1,144.01,55.05,0,325.03
335,221,4,physical,confirmed,store,credit_card,"2024-07-30 00:54:50",3,0,Kitchener,Ontario,2,5,1472.95,440.14,0,452.92
336,81,7,physical,confirmed,store,credit_card,"2024-03-21 00:23:42",5,0,Kitchener,Ontario,1,2,643.66,167.98,0,78.95
337,193,1,online,delivered,online,credit_card,"2024-09-24 09:51:22",3,9,Toronto,Ontario,5,17,3793.64,347.41,1,71.50
338,163,6,physical,shipped,store,credit_card,"2024-05-29 14:18:50",4,14,Kitchener,Ontario,1,5,1133.76,197.14,1,45.42
339,68,1,online,delivered,online,gift_card,"2025-03-27 05:22:54",5,5,Brampton,Ontario,5,17,2781.98,786.11,0,496.24
340,164,1,online,returned,online,credit_card,"2024-07-01 15:53:17",2,15,"Niagara Falls",Ontario,4,8,2048.71,214.76,1,225.01
341,34,1,online,delivered,online,credit_card,"2023-08-07 12:12:34",2,12,Toronto,Ontario,4,15,3290.58,669.28,2,517.58
342,238,1,online,delivered,online,credit_card,"2023-02-08 22:32:41",4,22,Toronto,Ontario,4,11,1958.12,373.14,2,140.10
343,215,1,online,delivered,online,credit_card,"2024-10-26 09:52:01",7,9,Toronto,Ontario,2,3,670.58,118.75,0,128.95
344,82,1,online,shipped,online,cash,"2024-08-02 05:06:42",6,5,Ottawa,Ontario,5,10,1687.62,475.54,1,217.82
345,128,6,physical,pending,store,cash,"2024-08-27 08:25:28",3,8,Hamilton,Ontario,5,21,2687.63,449.29,0,716.01
346,82,1,online,returned,online,other,"2025-03-19 11:41:03",4,11,Ottawa,Ontario,1,3,747.32,109.84,0,875.80
347,143,2,physical,delivered,store,credit_card,"2025-02-12 12:16:28",4,12,Hamilton,Ontario,2,5,1534.28,199.10,1,252.02
348,214,1,online,paid,online,credit_card,"2024-05-27 13:00:14",2,13,Kingston,Ontario,4,15,3695.88,577.01,0,93.35
349,164,1,online,cancelled,online,cash,"2025-10-02 06:31:09",5,6,"Niagara Falls",Ontario,3,12,3455.71,1017.52,1,443.06
350,17,1,online,delivered,online,credit_card,"2025-07-06 20:41:58",1,20,"Niagara Falls",Ontario,4,13,3891.71,525.76,0,1014.14
351,141,1,online,paid,online,debit,"2025-06-25 21:47:59",4,21,Ottawa,Ontario,3,9,1318.36,257.30,0,1146.39
352,161,6,physical,delivered,store,credit_card,"2023-03-26 14:03:10",1,14,Kingston,Ontario,3,10,2832.57,758.03,1,48.51
353,185,2,physical,delivered,store,credit_card,"2023-03-11 07:40:44",7,7,Kingston,Ontario,5,21,3619.04,716.77,1,781.84
354,243,2,physical,confirmed,store,credit_card,"2025-09-20 20:04:01",7,20,Kingston,Ontario,1,3,872.53,142.16,1,97.72
355,234,1,online,paid,online,credit_card,"2023-05-02 23:40:19",3,23,Hamilton,Ontario,3,9,2016.25,58.76,2,271.15
356,181,1,online,pending,online,cash,"2025-01-31 20:00:42",6,20,"Niagara Falls",Ontario,1,5,1176.39,98.16,0,51.32
357,175,9,physical,pending,store,gift_card,"2024-07-07 22:51:37",1,22,Brampton,Ontario,4,9,2506.63,145.53,0,157.60
358,86,8,physical,delivered,store,paypal,"2025-06-21 00:54:06",7,0,Brampton,Ontario,2,6,1015.40,312.49,1,63.77
359,241,4,physical,cancelled,store,credit_card,"2024-02-13 05:56:21",3,5,Hamilton,Ontario,5,9,1620.31,235.76,1,152.17
360,114,1,online,delivered,online,credit_card,"2025-06-08 12:50:32",1,12,London,Ontario,5,14,2716.57,486.05,1,33.16
361,8,7,physical,paid,store,credit_card,"2023-04-25 02:20:23",3,2,London,Ontario,2,4,1383.83,426.09,1,20.48
362,6,1,online,cancelled,online,cash,"2023-06-08 12:20:34",5,12,Hamilton,Ontario,2,8,2088.79,412.21,1,908.34
363,157,4,physical,delivered,store,credit_card,"2024-08-12 05:56:56",2,5,Toronto,Ontario,5,12,3341.52,530.14,1,30.95
364,148,1,online,pending,online,credit_card,"2024-03-13 11:17:35",4,11,Hamilton,Ontario,1,2,922.64,55.34,1,49.58
365,162,8,physical,delivered,store,paypal,"2025-08-17 23:41:14",1,23,Toronto,Ontario,3,5,582.98,139.08,0,1348.93
366,162,1,online,paid,online,gift_card,"2023-11-11 07:36:15",7,7,Toronto,Ontario,4,12,3087.05,795.81,0,514.58
367,143,1,online,shipped,online,debit,"2025-05-28 03:16:36",4,3,London,Ontario,4,7,1213.69,196.89,2,60.19
368,138,3,physical,pending,store,credit_card,"2024-04-21 02:10:24",1,2,Toronto,Ontario,1,3,33.21,3.39,1,752.08
369,111,7,physical,delivered,store,credit_card,"2024-12-29 19:43:22",1,19,Kitchener,Ontario,4,12,2079.65,195.41,0,279.27
370,246,1,online,delivered,online,cash,"2024-06-24 07:23:33",2,7,Brampton,Ontario,2,5,1029.23,308.87,1,1167.72
371,94,1,online,delivered,online,paypal,"2024-05-10 04:22:17",6,4,"Niagara Falls",Ontario,5,17,2761.50,493.32,0,174.37
372,220,1,online,confirmed,online,paypal,"2025-03-31 11:26:30",2,11,Ottawa,Ontario,1,1,175.43,51.43,0,189.30
373,115,1,online,delivered,online,other,"2023-03-20 14:27:12",2,14,Kingston,Ontario,2,10,1705.21,422.64,0,101.23
374,191,8,physical,delivered,store,debit,"2023-10-31 09:10:21",3,9,Toronto,Ontario,3,9,2518.89,586.94,0,584.84
375,192,7,physical,delivered,store,credit_card,"2023-03-16 22:59:01",5,22,Mississauga,Ontario,1,4,1560.84,234.84,2,309.59
376,127,8,physical,delivered,store,credit_card,"2025-06-21 19:24:55",7,19,Ottawa,Ontario,1,5,631.46,260.64,0,35.99
377,66,1,online,shipped,online,credit_card,"2024-04-24 06:42:54",4,6,"Niagara Falls",Ontario,2,4,712.63,217.95,0,132.58
378,231,1,online,returned,online,credit_card,"2023-05-04 05:22:21",5,5,Ottawa,Ontario,2,6,2209.72,446.76,1,405.24
379,194,3,physical,delivered,store,debit,"2024-03-12 23:08:48",3,23,Mississauga,Ontario,1,1,150.29,52.56,2,294.09
380,60,1,online,delivered,online,credit_card,"2023-08-30 05:47:33",4,5,Toronto,Ontario,5,15,2319.53,507.87,0,1252.05
381,105,1,online,confirmed,online,credit_card,"2023-08-14 07:00:06",2,7,Kingston,Ontario,3,9,1693.96,271.01,0,25.05
382,30,9,physical,delivered,store,credit_card,"2023-11-14 13:36:26",3,13,Toronto,Ontario,1,1,305.94,105.35,1,59.65
383,223,3,physical,delivered,store,cash,"2025-06-18 15:24:41",4,15,Ottawa,Ontario,5,14,2949.39,424.61,0,297.51
384,130,1,online,delivered,online,credit_card,"2023-05-13 02:14:24",7,2,London,Ontario,3,11,1726.75,406.90,1,921.98
385,40,1,online,delivered,online,credit_card,"2025-01-09 09:23:34",5,9,Ottawa,Ontario,3,10,2756.42,876.55,1,366.33
386,159,6,physical,delivered,store,cash,"2024-06-16 15:46:51",1,15,London,Ontario,2,6,480.99,60.48,2,1057.13
387,42,5,physical,delivered,store,credit_card,"2023-07-05 18:31:19",4,18,London,Ontario,2,7,732.82,148.61,2,1021.32
388,50,1,online,paid,online,debit,"2023-11-13 07:56:49",2,7,"Niagara Falls",Ontario,5,22,6298.73,900.59,1,331.20
389,97,1,online,paid,online,debit,"2025-10-27 03:50:15",2,3,Brampton,Ontario,4,15,4303.63,530.36,0,944.02
390,26,1,online,paid,online,other,"2023-10-14 03:21:25",7,3,"Niagara Falls",Ontario,5,19,4135.76,870.96,0,1129.47
391,220,1,online,shipped,online,credit_card,"2023-06-08 19:31:03",5,19,Mississauga,Ontario,2,6,537.59,50.45,0,1018.19
392,195,3,physical,confirmed,store,credit_card,"2024-03-05 09:42:41",3,9,Kingston,Ontario,3,13,2305.06,237.05,1,246.60
393,70,5,physical,shipped,store,credit_card,"2023-11-22 22:38:51",4,22,Kitchener,Ontario,2,7,2057.10,185.54,1,326.72
394,25,1,online,shipped,online,debit,"2024-03-02 21:24:43",7,21,Toronto,Ontario,2,6,1887.14,297.98,0,94.35
395,57,1,online,confirmed,online,debit,"2023-09-05 01:01:40",3,1,Toronto,Ontario,1,3,617.10,106.53,0,1345.50
396,79,1,online,delivered,online,credit_card,"2023-04-28 20:54:33",6,20,Toronto,Ontario,4,17,3735.15,589.35,1,1409.90
397,21,1,online,delivered,online,debit,"2024-03-31 05:47:15",1,5,Kingston,Ontario,2,7,2622.49,295.77,0,27.01
398,65,1,online,returned,online,debit,"2025-04-14 18:33:35",2,18,"Niagara Falls",Ontario,2,2,610.38,71.49,1,33.11
399,140,1,online,confirmed,online,debit,"2023-04-20 08:57:09",5,8,Kitchener,Ontario,2,4,739.70,67.34,0,252.01
400,215,1,online,shipped,online,paypal,"2024-01-21 18:24:27",1,18,Toronto,Ontario,4,16,2167.94,251.02,1,650.55
401,161,7,physical,delivered,store,credit_card,"2023-05-25 20:54:52",5,20,Kingston,Ontario,5,11,1917.19,448.34,0,204.17
402,215,5,physical,confirmed,store,credit_card,"2025-09-14 20:07:18",1,20,Toronto,Ontario,5,13,2837.82,551.77,0,101.69
403,79,7,physical,shipped,store,cash,"2025-11-12 22:34:51",4,22,Toronto,Ontario,5,18,3606.86,623.46,2,112.89
404,171,8,physical,paid,store,credit_card,"2024-07-12 01:39:07",6,1,Brampton,Ontario,3,14,3310.92,715.81,0,137.64
405,124,6,physical,delivered,store,credit_card,"2025-02-19 01:00:45",4,1,Ottawa,Ontario,4,13,3850.06,641.33,2,77.99
406,107,1,online,delivered,online,paypal,"2024-01-28 19:02:56",1,19,Toronto,Ontario,1,5,1988.44,420.41,1,467.72
407,124,1,online,returned,online,debit,"2024-08-17 14:53:13",7,14,Mississauga,Ontario,3,6,636.94,135.40,0,527.32
408,72,1,online,confirmed,online,credit_card,"2024-01-31 07:26:46",4,7,Toronto,Ontario,4,14,2227.25,608.32,1,517.91
409,144,1,online,delivered,online,credit_card,"2025-09-04 01:15:03",5,1,Kingston,Ontario,2,5,1436.57,330.52,0,266.58
410,146,5,physical,returned,store,credit_card,"2023-11-02 19:02:22",5,19,"Niagara Falls",Ontario,2,10,2470.99,325.46,0,573.74
411,142,7,physical,returned,store,other,"2024-08-19 09:03:51",2,9,Kingston,Ontario,1,2,561.15,188.63,0,192.89
412,210,8,physical,shipped,store,credit_card,"2024-04-21 10:38:00",1,10,Brampton,Ontario,5,15,4592.76,832.08,0,528.75
413,249,8,physical,delivered,store,credit_card,"2023-03-16 05:52:43",5,5,Kitchener,Ontario,3,13,2029.64,548.41,1,450.46
414,161,6,physical,delivered,store,cash,"2024-04-28 05:14:00",1,5,Kingston,Ontario,5,14,2935.09,324.03,0,708.86
415,21,1,online,shipped,online,debit,"2025-06-24 22:01:23",3,22,Kingston,Ontario,5,18,3173.79,487.43,0,1270.90
416,134,1,online,paid,online,credit_card,"2023-04-15 22:17:42",7,22,Toronto,Ontario,2,7,2466.52,519.93,1,1321.32
417,90,7,physical,delivered,store,paypal,"2025-06-07 06:15:54",7,6,Toronto,Ontario,5,15,2111.89,526.78,0,226.48
418,212,1,online,confirmed,online,credit_card,"2024-09-04 09:28:17",4,9,Kitchener,Ontario,4,12,3559.47,459.06,0,295.18
419,102,1,online,shipped,online,debit,"2024-10-21 13:27:44",2,13,Mississauga,Ontario,3,6,1939.21,257.50,1,283.75
420,89,1,online,delivered,online,paypal,"2024-09-24 00:15:55",3,0,Toronto,Ontario,3,8,1239.62,471.39,1,30.47
421,165,3,physical,paid,store,debit,"2024-12-02 13:20:13",2,13,Toronto,Ontario,2,3,991.23,242.68,1,1074.94
